Station,depth,CTDPRS,CTDPRS_FLAG_W,CTDTMP,CTDTMP_FLAG_W,CTDSAL,CTDSAL_FLAG_W,CTDOXY,CTDOXY_FLAG_W,PHSPHT,PHSPHT_FLAG_W,SILCAT,SILCAT_FLAG_W,NITRIT,NITRIT_FLAG_W,NITRAT_FLAG_W,NITRAT
12,2840,2881.66,0,,9,,9,,9,,9.00,,9,,9,9,0.00
12,2983,3027.80,0,2.13,1,34.83,1,206.50,1,1.75,1.00,62.89,1,0.01,6,1,25.53
12,2988,3032.90,0,2.13,1,34.83,1,206.55,1,1.76,1.00,63.27,1,0.01,6,1,25.50
12,2990,3034.90,0,2.11,1,34.82,1,223.55,1,,9.00,,9,,9,9,0.00
12,2990,3034.91,0,,9,,9,,9,,9.00,,9,,9,9,0.00
12,2991,3035.90,0,2.13,1,34.82,1,206.50,1,1.76,1.00,63.58,1,0.01,6,1,25.44
12,2992,3036.70,0,2.11,1,34.82,1,223.62,1,1.76,1.00,63.75,1,0.01,6,1,25.85
12,3031,3076.60,0,2.12,1,34.82,1,206.53,1,1.76,1.00,63.88,1,0.01,6,1,25.61
12,3041,3087.40,0,2.12,1,34.82,1,206.48,1,1.76,1.00,64.10,1,0.01,6,1,25.53
12,3105,3151.90,0,2.11,1,34.82,1,224.64,1,1.76,1.00,63.79,1,0.01,6,1,25.77
12,3105,3152.20,0,2.11,1,34.82,1,224.62,1,1.76,1.00,64.37,1,0.01,6,1,25.86
13,4,3.60,0,16.23,1,34.98,1,240.40,1,0.23,1.00,0.96,1,0.05,1,1,1.26
13,5,4.70,0,16.23,1,34.98,1,237.19,1,0.23,1.00,0.97,1,0.04,1,1,1.13
13,5,5.30,0,16.23,1,34.98,1,237.11,1,0.24,1.00,1.04,1,0.04,1,1,1.08
13,18,17.80,0,16.22,1,34.98,1,236.50,1,0.25,1.00,1.09,1,0.05,1,1,1.13
13,20,20.30,0,16.23,1,34.98,1,237.41,1,0.24,1.00,0.94,1,0.05,1,1,1.14
13,20,20.60,0,16.23,1,34.98,1,237.57,1,0.24,1.00,0.91,1,0.05,1,1,1.14
13,31,31.10,0,16.23,1,34.98,1,237.78,1,0.24,1.00,0.92,1,0.05,1,1,1.18
13,33,33.00,0,16.16,1,34.99,1,236.01,1,0.27,1.00,1.15,1,0.06,1,1,1.30
13,40,40.50,0,16.09,1,34.99,1,238.69,1,0.26,1.00,0.95,1,0.05,1,1,1.30
13,41,40.90,0,16.05,1,34.99,1,238.82,1,0.26,1.00,0.97,1,0.05,1,1,1.31
13,42,42.60,0,15.77,1,34.99,1,237.57,1,0.37,1.00,1.24,1,0.14,1,1,2.43
13,49,49.30,0,14.35,1,35.05,1,243.45,1,0.43,1.00,1.42,1,0.20,1,1,3.41
13,51,50.90,0,14.32,1,35.06,1,241.83,1,0.43,1.00,1.38,1,0.22,1,1,3.22
13,59,59.40,0,14.04,1,35.09,1,242.75,1,0.44,1.00,1.49,1,0.30,1,1,3.73
13,60,60.60,0,14.04,1,35.09,1,242.80,1,0.45,1.00,1.49,1,0.29,1,1,3.65
13,74,74.10,0,13.02,1,35.10,1,240.62,1,0.56,1.00,2.10,1,0.44,1,1,6.24
13,80,80.60,0,12.61,1,35.13,1,242.26,1,0.59,1.00,2.22,1,0.29,1,1,6.86
13,98,98.90,0,12.15,1,35.06,1,241.01,1,0.62,1.00,2.45,1,0.03,1,1,7.67
13,100,100.50,0,12.05,1,35.08,1,242.76,1,0.65,1.00,2.47,1,0.02,1,1,8.15
13,100,100.60,0,12.06,1,35.08,1,243.08,1,0.65,1.00,2.45,1,0.02,1,1,8.07
13,120,120.90,0,11.64,1,35.03,1,242.80,1,0.70,1.00,2.64,1,0.01,1,1,8.96
13,122,123.20,0,11.58,1,35.04,1,240.65,1,0.71,1.00,2.76,1,0.01,1,1,9.53
13,198,199.70,0,10.13,1,34.80,1,236.95,1,0.96,1.00,3.78,1,0.00,1,1,13.76
13,198,200.00,0,10.28,1,34.83,1,228.58,1,0.96,1.00,3.81,1,0.01,6,1,13.40
13,199,201.00,0,9.95,1,34.77,1,232.77,1,1.01,1.00,4.04,1,0.01,6,1,14.08
13,299,301.20,0,8.27,1,34.55,1,219.34,1,1.35,1.00,6.25,1,0.01,6,1,19.90
13,300,302.40,0,7.92,1,34.51,1,219.86,1,1.45,1.00,7.27,1,0.01,6,1,21.67
13,398,401.60,0,6.45,1,34.35,1,223.90,1,1.60,1.00,8.98,1,0.01,6,1,24.34
13,401,404.30,0,6.20,1,34.32,1,230.06,1,1.63,1.00,9.60,1,0.01,6,1,26.06
13,498,502.20,0,4.99,1,34.21,1,243.20,1,1.31,1.00,8.09,1,0.03,1,1,19.63
13,498,502.80,0,4.95,1,34.21,1,241.67,1,1.73,1.00,11.50,1,0.01,6,1,29.14
13,597,602.90,0,4.39,1,34.18,1,242.55,1,1.81,1.00,14.86,1,0.01,6,1,27.86
13,747,753.90,0,3.81,1,34.20,1,229.76,1,1.96,1.00,21.45,1,0.01,6,1,29.56
13,747,754.20,0,3.67,1,34.20,1,229.55,1,1.99,1.00,23.38,1,0.01,6,1,30.94
13,996,1005.90,0,3.17,1,34.29,1,202.97,1,2.17,1.00,38.18,1,0.01,6,1,33.61
13,996,1006.40,0,3.16,1,34.30,1,198.01,1,2.18,1.00,37.82,1,0.01,6,1,32.50
13,1246,1259.30,0,2.85,1,34.47,1,171.11,1,2.30,1.00,54.36,1,0.01,6,1,33.60
13,1247,1260.70,0,2.88,1,34.44,1,180.46,1,2.28,1.00,54.17,1,0.01,6,1,35.13
13,1494,1511.30,0,2.81,1,34.59,1,176.69,1,2.23,1.00,60.89,1,0.01,6,1,33.71
13,1495,1512.30,0,2.81,1,34.59,1,179.40,1,,9.00,,9,,9,9,0.00
13,1495,1512.40,0,2.81,1,34.59,1,179.56,1,,9.00,,9,,9,9,0.00
13,1496,1512.70,0,2.81,1,34.59,1,180.02,1,,9.00,,9,,9,9,0.00
13,1496,1512.70,0,2.81,1,34.59,1,179.62,1,,9.00,,9,,9,9,0.00
13,1496,1512.90,0,2.81,1,34.59,1,167.62,1,2.21,1.00,58.70,1,0.01,6,1,32.39
13,1496,1513.20,0,2.81,1,34.59,1,179.29,1,,9.00,,9,,9,9,0.00
13,1496,1513.40,0,2.81,1,34.59,1,179.12,1,,9.00,,9,,9,9,0.00
13,1497,1514.30,0,2.81,1,34.59,1,179.74,1,,9.00,,9,,9,9,0.00
13,1746,1766.50,0,2.84,1,34.70,1,185.44,1,2.07,1.00,60.09,1,0.01,6,1,31.37
13,1746,1766.80,0,2.85,1,34.71,1,174.68,1,2.06,1.00,57.84,1,0.01,6,1,30.27
13,1993,2018.00,0,2.89,1,34.78,1,199.63,1,1.88,1.00,54.84,1,0.01,6,1,28.66
13,1994,2018.80,0,2.90,1,34.79,1,189.61,1,,9.00,,9,,9,9,0.00
13,1994,2019.20,0,2.89,1,34.78,1,199.72,1,1.89,1.00,54.82,1,0.01,6,1,28.83
13,2244,2273.10,0,2.87,1,34.84,1,213.25,1,1.73,1.00,49.54,1,0.01,6,1,26.37
13,2245,2274.20,0,2.87,1,34.84,1,200.87,1,1.72,1.00,47.79,1,0.01,6,1,25.71
13,2493,2527.20,0,2.77,1,34.86,1,221.03,1,1.65,1.00,47.94,1,0.01,6,1,25.36
13,2493,2527.20,0,2.73,1,34.86,1,208.23,1,1.64,1.00,46.78,1,0.01,6,1,24.63
13,2495,2528.90,0,2.77,1,34.86,1,221.14,1,1.65,1.00,48.05,1,0.01,6,1,25.24
13,2742,2781.10,0,2.60,1,34.86,1,223.82,1,1.65,1.00,50.43,1,0.01,6,1,25.08
13,2742,2781.70,0,2.54,1,34.86,1,209.94,1,1.64,1.00,50.44,1,0.01,6,1,24.72
13,2993,3037.60,0,2.17,1,34.83,1,220.60,1,,9.00,,9,,9,9,0.00
13,2993,3037.80,0,2.18,1,34.83,1,204.98,1,1.74,1.00,62.54,1,0.01,6,1,26.31
13,2994,3039.10,0,2.17,1,34.83,1,220.50,1,1.73,1.00,63.96,1,0.01,6,1,27.95
13,3242,3292.90,0,1.85,1,34.80,1,204.85,1,1.82,1.00,71.93,1,0.01,6,1,27.35
13,3244,3294.10,0,1.83,1,34.80,1,220.62,1,1.85,1.00,75.12,1,0.01,6,1,27.78
13,3491,3547.40,0,1.58,1,34.78,1,202.39,1,1.92,1.00,81.50,1,0.01,6,1,28.36
13,3493,3549.10,0,1.58,1,34.78,1,220.20,1,1.91,1.00,83.50,1,0.01,6,1,29.43
13,3493,3549.70,0,1.58,1,34.78,1,220.15,1,,9.00,,9,,9,9,0.00
13,3691,3752.60,0,1.44,1,34.77,1,199.88,1,1.98,1.00,87.91,1,0.01,6,1,29.13
13,3692,3753.50,0,1.46,1,34.77,1,219.79,1,1.98,1.00,88.79,1,0.01,6,1,29.60
13,3742,3804.70,0,1.41,1,34.76,1,199.41,1,2.02,1.00,88.69,1,0.01,6,1,29.39
13,3789,3853.40,0,1.41,1,34.76,1,220.75,1,2.01,1.00,91.09,1,0.01,6,1,29.57
13,3791,3854.60,0,1.41,1,34.76,1,220.73,1,2.02,1.00,91.53,1,0.01,6,1,29.76
14,-2,-1.90,0,16.81,1,20.96,1,255.18,1,,9.00,,9,,9,9,0.00
14,1,0.90,0,16.78,1,35.15,1,233.12,1,0.13,1.00,0.74,1,0.01,6,1,0.00
14,2,2.20,0,16.78,1,35.15,1,233.22,1,0.13,1.00,0.71,1,0.01,6,1,0.00
14,3,2.70,0,16.82,1,35.14,1,235.04,1,0.14,1.00,0.91,1,0.01,1,1,0.02
14,16,16.10,0,16.77,1,35.15,1,233.38,1,0.14,1.00,0.71,1,0.01,6,1,0.01
14,18,18.00,0,16.81,1,35.14,1,235.62,1,0.15,1.00,0.83,1,0.01,1,1,0.02
14,18,18.60,0,16.77,1,35.15,1,233.20,1,0.13,1.00,0.72,1,0.01,6,1,0.00
14,19,19.60,0,16.78,1,35.15,1,233.17,1,0.13,1.00,0.64,1,0.01,6,1,0.02
14,33,33.50,0,16.76,1,35.15,1,233.65,1,0.14,1.00,0.70,1,0.01,1,1,0.01
14,34,33.80,0,16.75,1,35.15,1,233.68,1,0.14,1.00,0.72,1,0.01,1,1,0.02
14,34,34.00,0,16.75,1,35.15,1,232.67,1,0.15,1.00,0.66,1,0.01,1,1,0.06
14,41,40.90,0,16.72,1,35.15,1,234.48,1,0.15,1.00,0.74,1,0.01,1,1,0.03
14,41,41.40,0,16.71,1,35.15,1,234.44,1,0.15,1.00,0.72,1,0.01,1,1,0.02
14,42,41.90,0,16.70,1,35.15,1,234.95,1,0.14,1.00,0.71,1,0.01,1,1,0.02
14,44,44.70,0,15.04,1,35.20,1,236.29,1,0.33,1.00,1.29,1,0.22,1,1,1.84
14,47,47.50,0,16.50,1,35.15,1,238.00,1,0.17,1.00,0.86,1,0.05,1,1,0.25
14,48,48.40,0,14.75,1,35.21,1,238.13,1,0.33,1.00,1.35,1,0.22,1,1,1.76
14,48,48.40,0,14.75,1,35.21,1,238.16,1,0.33,1.00,1.36,1,0.22,1,1,1.80
14,68,68.90,0,13.67,1,35.24,1,236.91,1,0.45,1.00,1.83,1,0.75,1,1,3.93
14,69,69.30,0,13.67,1,35.24,1,236.69,1,0.46,1.00,1.84,1,0.76,1,1,4.05
14,73,73.40,0,13.44,1,35.26,1,234.30,1,0.50,1.00,1.90,1,0.19,1,1,5.28
14,78,78.50,0,13.19,1,35.24,1,235.33,1,0.53,1.00,2.11,1,0.03,1,1,5.91
14,78,78.80,0,13.20,1,35.24,1,235.28,1,0.53,1.00,2.09,1,0.03,1,1,5.85
14,97,98.10,0,12.95,1,35.28,1,235.05,1,0.56,1.00,2.32,1,0.01,1,1,6.76
14,98,98.90,0,12.96,1,35.28,1,235.10,1,0.56,1.00,2.31,1,0.01,1,1,6.59
14,98,99.00,0,12.94,1,35.27,1,234.03,1,0.56,1.00,2.29,1,0.01,1,1,6.56
14,99,99.80,0,12.98,1,35.29,1,235.89,1,0.54,1.00,2.46,1,0.01,1,1,6.69
14,119,119.80,0,12.93,1,35.30,1,234.66,1,0.57,1.00,2.34,1,0.01,1,1,6.95
14,197,198.40,0,12.69,1,35.27,1,237.71,1,0.58,1.00,2.53,1,0.01,6,1,7.23
14,197,198.50,0,12.78,1,35.29,1,234.47,1,0.57,1.00,2.33,1,0.01,6,1,6.95
14,199,200.30,0,12.81,1,35.29,1,235.50,1,0.58,1.00,2.40,1,0.01,6,1,7.18
14,199,200.50,0,12.80,1,35.29,1,235.56,1,,9.00,,9,,9,9,0.00
14,298,300.80,0,12.01,1,35.15,1,236.91,1,0.66,1.00,2.59,1,0.01,6,1,8.45
14,398,401.00,0,10.10,1,34.80,1,223.88,1,1.01,1.00,4.25,1,0.01,6,1,14.52
14,398,401.10,0,9.89,1,34.77,1,223.43,1,,9.00,,9,,9,9,0.00
14,398,401.10,0,9.87,1,34.77,1,223.87,1,1.06,1.00,4.47,1,0.01,6,1,15.38
14,497,501.50,0,7.70,1,34.49,1,221.35,1,1.42,1.00,7.74,1,0.01,6,1,23.54
14,498,502.00,0,7.66,1,34.48,1,215.99,1,1.47,1.00,7.79,1,0.01,6,1,22.43
14,745,752.60,0,4.46,1,34.19,1,238.74,1,1.80,1.00,14.88,1,0.01,6,1,27.42
14,746,753.30,0,4.61,1,34.19,1,241.34,1,1.79,1.00,14.11,1,0.01,6,1,28.24
14,997,1006.90,0,3.59,1,34.23,1,216.50,1,2.03,1.00,27.36,1,0.01,6,1,30.43
14,997,1007.30,0,3.55,1,34.24,1,218.01,1,2.04,1.00,28.74,1,0.01,6,1,32.16
14,1244,1257.60,0,3.06,1,34.35,1,192.20,1,2.21,1.00,44.57,1,0.01,6,1,34.54
14,1245,1258.00,0,3.02,1,34.37,1,183.95,1,2.22,1.00,46.27,1,0.01,6,1,33.22
14,1494,1510.90,0,2.85,1,34.50,1,168.36,1,2.27,1.00,57.02,1,0.01,6,1,33.39
14,1494,1511.20,0,2.84,1,34.51,1,176.27,1,2.26,1.00,57.94,1,0.01,6,1,34.82
14,1744,1765.10,0,2.82,1,34.64,1,178.30,1,2.16,1.00,61.37,1,0.01,6,1,32.88
14,1745,1765.60,0,2.82,1,34.63,1,167.03,1,2.18,1.00,60.50,1,0.01,6,1,31.75
14,1992,2017.40,0,2.84,1,34.73,1,176.00,1,2.02,1.00,59.07,1,0.01,6,1,29.43
14,1993,2018.50,0,2.85,1,34.74,1,188.80,1,1.98,1.00,59.62,1,0.01,6,1,31.02
14,1995,2019.70,0,2.85,1,34.74,1,189.03,1,,9.00,,9,,9,9,0.00
14,2222,2251.50,0,2.81,1,34.79,1,198.41,1,1.88,1.00,57.46,1,0.01,6,1,28.79
14,2239,2268.90,0,2.80,1,34.79,1,186.95,1,1.86,1.00,56.96,1,0.01,6,1,27.40
14,2491,2525.20,0,2.61,1,34.81,1,191.58,1,1.84,1.00,59.94,1,0.01,6,1,26.74
14,2494,2528.10,0,2.61,1,34.81,1,204.40,1,1.85,1.00,60.50,1,0.01,6,1,27.84
14,2741,2780.60,0,2.37,1,34.82,1,196.94,1,1.82,1.00,62.37,1,0.01,6,1,26.21
14,2742,2781.50,0,2.42,1,34.82,1,210.41,1,1.78,1.00,61.74,1,0.01,6,1,27.46
14,2991,3036.10,0,1.95,1,34.78,1,191.72,1,1.97,1.00,77.09,1,0.01,6,1,28.20
14,2992,3036.60,0,2.00,1,34.79,1,207.30,1,1.93,1.00,75.79,1,0.01,6,1,28.54
14,2994,3038.40,0,2.02,1,34.79,1,207.63,1,1.95,1.00,74.91,1,0.01,6,1,28.65
14,3240,3290.30,0,1.64,1,34.77,1,192.57,1,2.03,1.00,84.97,1,0.01,6,1,28.77
14,3489,3544.90,0,1.28,1,34.74,1,194.03,1,2.11,1.00,93.69,1,0.01,6,1,29.07
14,3493,3549.20,0,1.32,1,34.75,1,211.75,1,2.11,1.00,93.36,1,0.01,6,1,30.21
14,3739,3801.80,0,1.03,1,34.73,1,194.65,1,2.18,1.00,101.26,1,0.01,6,1,30.21
14,3742,3805.20,0,1.03,1,34.73,1,213.48,1,2.20,1.00,102.05,1,0.01,6,1,31.19
14,3989,4058.10,0,0.80,1,34.71,1,194.08,1,2.26,1.00,109.33,1,0.01,6,1,31.14
14,3991,4060.50,0,0.79,1,34.70,1,215.30,1,2.26,1.00,110.59,1,0.01,6,1,32.01
14,3992,4060.90,0,0.79,1,34.70,1,215.41,1,2.28,1.00,109.81,1,0.01,6,1,32.31
14,4087,4159.00,0,0.68,1,34.70,1,194.70,1,2.30,1.00,112.66,1,0.01,6,1,31.47
14,4104,4176.30,0,0.68,1,34.70,1,194.75,1,2.31,1.00,112.82,1,0.01,6,1,31.40
14,4151,4224.60,0,0.69,1,34.70,1,217.60,1,2.32,1.00,114.04,1,0.01,6,1,32.30
14,4152,4225.30,0,0.69,1,34.70,1,217.63,1,2.32,1.00,113.96,1,0.01,6,1,32.27
15,3,3.00,0,17.01,1,35.35,1,229.98,1,0.14,1.00,0.59,1,0.00,1,1,0.02
15,4,3.70,0,17.01,1,35.35,1,230.16,1,0.14,1.00,0.67,1,0.01,6,1,0.00
15,5,5.10,0,17.08,1,35.34,1,232.24,1,0.14,1.00,0.78,1,0.01,6,6,0.01
15,17,17.60,0,17.07,1,35.34,1,232.53,1,0.14,1.00,0.70,1,0.01,6,6,0.01
15,18,18.50,0,17.00,1,35.35,1,230.47,1,0.14,1.00,0.63,1,0.01,6,1,0.02
15,18,18.60,0,17.00,1,35.35,1,230.13,1,0.14,1.00,0.80,1,0.01,6,1,0.01
15,19,19.30,0,17.07,1,35.35,1,230.22,1,0.14,1.00,0.71,1,0.01,6,6,0.01
15,33,33.00,0,17.01,1,35.35,1,230.61,1,0.14,1.00,0.66,1,0.01,6,1,0.00
15,33,33.20,0,17.01,1,35.35,1,230.49,1,0.14,1.00,0.69,1,0.01,1,1,0.10
15,44,44.50,0,16.99,1,35.35,1,229.89,1,0.15,1.00,0.75,1,0.01,1,6,0.01
15,48,47.90,0,16.95,1,35.34,1,233.03,1,0.15,1.00,0.72,1,0.01,6,6,0.01
15,48,48.60,0,16.96,1,35.35,1,231.11,1,0.14,1.00,0.90,1,0.01,6,1,0.00
15,49,48.90,0,16.96,1,35.35,1,230.98,1,0.13,1.00,0.88,1,0.01,6,1,0.00
15,58,58.50,0,16.09,1,35.34,1,232.78,1,0.18,1.00,0.78,1,0.12,1,1,0.36
15,59,59.40,0,16.05,1,35.34,1,232.66,1,0.18,1.00,0.85,1,0.14,1,1,0.37
15,63,63.90,0,15.88,1,35.35,1,229.03,1,0.25,1.00,1.19,1,0.23,1,1,1.16
15,68,68.50,0,14.63,1,35.36,1,233.66,1,0.31,1.00,1.44,1,0.47,1,1,2.61
15,69,69.40,0,14.61,1,35.36,1,233.96,1,0.32,1.00,1.44,1,0.48,1,1,2.52
15,78,78.40,0,14.22,1,35.40,1,230.94,1,0.39,1.00,1.62,1,0.11,1,1,4.59
15,78,78.90,0,14.22,1,35.40,1,231.16,1,0.39,1.00,1.59,1,0.11,1,1,4.27
15,97,97.90,0,13.93,1,35.42,1,227.20,1,0.49,1.00,2.04,1,0.02,1,1,5.51
15,98,99.20,0,14.02,1,35.45,1,224.10,1,0.48,1.00,2.18,1,0.02,1,1,5.69
15,99,99.50,0,14.01,1,35.44,1,227.58,1,0.44,1.00,1.78,1,0.02,1,1,5.51
15,100,100.30,0,14.01,1,35.44,1,227.73,1,0.43,1.00,2.08,1,0.02,1,1,5.43
15,126,127.40,0,13.63,1,35.39,1,227.67,1,,9.00,,9,,9,9,0.00
15,128,128.70,0,13.63,1,35.39,1,227.59,1,0.50,1.00,2.27,1,0.02,1,1,6.33
15,194,195.80,0,12.58,1,35.19,1,229.13,1,0.65,1.00,2.51,1,0.01,1,1,7.99
15,197,198.50,0,12.57,1,35.19,1,226.33,1,0.62,1.00,2.57,1,0.01,1,1,8.39
15,197,198.80,0,12.56,1,35.19,1,226.24,1,0.63,1.00,2.41,1,0.01,1,1,8.59
15,199,200.50,0,12.45,1,35.17,1,226.50,1,0.66,1.00,2.68,1,0.01,1,1,8.44
15,297,299.30,0,10.06,1,34.76,1,222.13,1,1.00,1.00,3.99,1,0.01,1,1,14.84
15,298,300.50,0,9.74,1,34.72,1,225.88,1,1.06,1.00,4.25,1,0.01,1,1,14.84
15,298,300.50,0,10.10,1,34.77,1,222.12,1,0.99,1.00,4.07,3,0.01,3,3,14.60
15,397,400.30,0,7.40,1,34.43,1,223.10,1,1.41,1.00,7.16,1,0.01,1,1,21.83
15,398,401.00,0,7.38,1,34.43,1,223.24,1,1.42,1.00,7.16,1,0.01,1,1,21.72
15,398,401.30,0,7.06,1,34.40,1,221.88,1,1.52,1.00,8.15,1,0.01,1,1,22.59
15,496,500.20,0,5.73,1,34.26,1,237.14,1,1.66,1.00,10.11,1,0.01,1,1,23.70
15,498,502.20,0,5.34,1,34.23,1,237.52,1,1.70,1.00,10.91,1,0.01,1,1,25.23
15,745,751.80,0,4.08,1,34.20,1,233.52,1,1.89,1.00,19.39,1,0.01,6,1,27.30
15,747,754.00,0,4.11,1,34.21,1,230.29,1,1.90,1.00,19.48,1,0.01,6,1,28.09
15,993,1003.50,0,3.29,1,34.26,1,210.34,1,2.10,1.00,34.44,1,0.01,6,1,30.47
15,994,1004.30,0,3.28,1,34.26,1,210.41,1,2.11,1.00,34.25,1,0.01,6,1,30.48
15,996,1006.20,0,3.22,1,34.26,1,207.55,1,2.10,1.00,34.68,1,0.01,6,1,31.34
15,1242,1255.60,0,2.97,1,34.40,1,185.61,1,2.25,1.00,50.65,1,0.01,6,1,32.20
15,1246,1259.40,0,2.95,1,34.41,1,176.96,1,2.23,1.00,51.84,1,0.01,6,1,33.16
15,1491,1508.00,0,2.81,1,34.56,1,175.41,1,2.24,1.00,61.56,1,0.01,6,1,31.75
15,1491,1508.20,0,2.81,1,34.56,1,175.40,1,2.23,1.00,61.35,1,0.01,6,1,31.94
15,1496,1512.90,0,2.82,1,34.55,1,166.08,1,2.21,1.00,60.75,1,0.01,6,1,33.04
15,1741,1762.30,0,2.82,1,34.67,1,180.89,1,2.12,1.00,62.30,1,0.01,6,1,30.06
15,1744,1765.00,0,2.82,1,34.67,1,169.55,1,2.12,1.00,62.01,1,0.01,6,1,30.65
15,1992,2017.30,0,2.85,1,34.76,1,193.76,1,1.94,1.00,58.65,1,0.01,6,1,27.64
15,1994,2019.40,0,2.85,1,34.76,1,181.31,1,1.94,1.00,58.36,1,0.01,6,1,28.18
