STNNBR,lat,lon,GEOTRC_SAMPNO,depth,HgT_pM,HgT_flag,Hg0_pM,Hg0_flag,MMHg_pM,MMHg_flag,DMHg_pM,DMHg_flag
9,-12.00,-89.00,3332,2500,1.34,2,0.05,2,,9,,9
9,-12.00,-89.00,3331,2500,,9,,9,0.10,2,0.24,2
9,-12.00,-89.00,3330,2750,1.35,2,0.04,2,,9,,9
9,-12.00,-89.00,3329,2750,,9,,9,0.05,2,0.18,2
9,-12.00,-89.00,3328,3000,1.41,2,0.06,2,,9,,9
9,-12.00,-89.00,3327,3000,,9,,9,0.03,2,0.09,2
9,-12.00,-89.00,3326,3250,1.55,2,0.18,2,,9,,9
9,-12.00,-89.00,3325,3250,,9,,9,0.09,2,0.23,2
9,-12.00,-89.00,3324,3500,1.66,2,0.06,2,,9,,9
9,-12.00,-89.00,3323,3500,,9,,9,0.06,2,0.17,2
9,-12.00,-89.00,3322,3750,1.74,2,0.08,2,,9,,9
9,-12.00,-89.00,3321,3750,,9,,9,0.06,2,0.10,2
9,-12.00,-89.00,3320,4000,1.83,2,0.05,2,,9,,9
9,-12.00,-89.00,3319,4000,,9,,9,0.05,2,0.29,2
9,-12.00,-89.00,3318,4050,1.86,2,0.07,2,,9,,9
9,-12.00,-89.00,3317,4050,,9,,9,0.07,2,0.24,2
9,-12.00,-89.00,3316,4075,1.86,2,0.09,2,,9,,9
9,-12.00,-89.00,3315,4075,,9,,9,0.03,2,0.17,2
9,-12.00,-89.00,3314,4100,1.89,2,0.13,2,,9,,9
9,-12.00,-89.00,3313,4100,,9,,9,0.08,2,0.11,2
9,-12.00,-89.00,3312,4110,1.90,2,0.04,2,,9,,9
9,-12.00,-89.00,3311,4110,,9,,9,0.05,2,0.11,2
10,-12.00,-91.50,3494,2,0.12,2,,9,,9,,9
10,-12.00,-91.50,3479,20,0.15,2,0.00,3,,9,,9
10,-12.00,-91.50,3478,20,,9,,9,0.13,2,0.00,2
10,-12.00,-91.50,3477,70,0.26,2,0.00,2,,9,,9
10,-12.00,-91.50,3476,70,,9,,9,0.04,2,0.00,2
10,-12.00,-91.50,3475,130,0.47,2,0.04,2,,9,,9
10,-12.00,-91.50,3474,130,,9,,9,0.08,2,0.00,2
10,-12.00,-91.50,3473,165,0.90,2,0.05,2,,9,,9
10,-12.00,-91.50,3472,165,,9,,9,0.21,2,0.06,2
10,-12.00,-91.50,3471,200,0.91,2,0.04,2,,9,,9
10,-12.00,-91.50,3470,200,,9,,9,0.08,2,0.20,2
10,-12.00,-91.50,3469,250,0.72,3,0.02,2,,9,,9
10,-12.00,-91.50,3468,250,,9,,9,0.09,2,0.03,2
10,-12.00,-91.50,3467,300,1.08,2,0.01,2,,9,,9
10,-12.00,-91.50,3466,300,,9,,9,0.12,2,0.08,2
10,-12.00,-91.50,3465,400,1.21,2,0.00,2,,9,,9
10,-12.00,-91.50,3464,400,,9,,9,0.21,2,0.30,2
10,-12.00,-91.50,3463,500,,5,0.01,2,,9,,9
10,-12.00,-91.50,3462,500,,9,,9,0.05,2,0.12,2
10,-12.00,-91.50,3461,600,0.84,2,0.00,2,,9,,9
10,-12.00,-91.50,3460,600,,9,,9,0.06,2,0.22,2
10,-12.00,-91.50,3459,800,0.95,2,0.02,2,,9,,9
10,-12.00,-91.50,3458,800,,9,,9,0.07,2,0.06,2
10,-12.00,-91.50,3457,1000,0.85,2,0.04,2,,9,,9
10,-12.00,-91.50,3456,1000,,9,,9,0.11,2,0.08,2
11,-12.00,-94.00,3580,2,0.03,2,,9,,9,,9
11,-12.00,-94.00,3567,20,0.16,2,0.00,3,,9,,9
11,-12.00,-94.00,3566,20,,9,,9,0.04,2,0.00,2
11,-12.00,-94.00,3565,40,0.14,2,0.00,2,,9,,9
11,-12.00,-94.00,3564,40,,9,,9,0.06,2,0.00,2
11,-12.00,-94.00,3563,75,0.13,2,0.00,3,,9,,9
11,-12.00,-94.00,3562,75,,9,,9,0.03,2,0.00,2
11,-12.00,-94.00,3561,110,0.15,2,0.00,3,,9,,9
11,-12.00,-94.00,3560,110,,9,,9,0.04,2,0.00,2
11,-12.00,-94.00,3559,130,0.17,2,0.00,2,,9,,9
11,-12.00,-94.00,3558,130,,9,,9,0.04,2,0.07,2
11,-12.00,-94.00,3557,155,0.17,2,0.04,2,,9,,9
11,-12.00,-94.00,3556,155,,9,,9,0.00,2,0.01,2
11,-12.00,-94.00,3555,180,0.41,2,0.03,2,,9,,9
11,-12.00,-94.00,3554,180,,9,,9,0.04,2,0.04,2
11,-12.00,-94.00,3553,200,0.50,2,0.04,2,,9,,9
11,-12.00,-94.00,3552,200,,9,,9,0.11,2,0.02,2
11,-12.00,-94.00,3551,218,0.55,2,0.05,2,,9,,9
11,-12.00,-94.00,3550,218,,9,,9,0.27,2,0.03,2
11,-12.00,-94.00,3549,235,0.61,2,0.03,2,,9,,9
11,-12.00,-94.00,3548,235,,9,,9,0.05,2,0.03,2
11,-12.00,-94.00,3547,260,0.66,2,0.03,2,,9,,9
11,-12.00,-94.00,3546,260,,9,,9,0.08,2,0.06,2
11,-12.00,-94.00,3636,320,0.65,2,0.01,2,,9,,9
11,-12.00,-94.00,3545,320,0.64,2,0.01,2,,9,,9
11,-12.00,-94.00,3544,320,,9,,9,0.06,2,0.04,2
11,-12.00,-94.00,3635,320,,9,,9,0.06,2,0.07,2
11,-12.00,-94.00,3634,350,0.71,2,0.01,2,,9,,9
11,-12.00,-94.00,3633,350,,9,,9,0.09,2,0.18,2
11,-12.00,-94.00,3632,400,0.79,2,0.01,2,,9,,9
11,-12.00,-94.00,3631,400,,9,,9,0.11,2,0.10,2
11,-12.00,-94.00,3630,500,0.81,2,0.01,2,,9,,9
11,-12.00,-94.00,3629,500,,9,,9,0.06,2,0.02,2
11,-12.00,-94.00,3628,600,0.86,2,0.04,2,,9,,9
11,-12.00,-94.00,3627,600,,9,,9,0.05,2,0.13,2
11,-12.00,-94.00,3626,700,0.74,2,0.00,2,,9,,9
11,-12.00,-94.00,3625,700,,9,,9,0.04,2,0.07,2
11,-12.00,-94.00,3624,800,0.56,2,0.00,2,,9,,9
11,-12.00,-94.00,3623,800,,9,,9,0.06,2,0.03,2
11,-12.00,-94.00,3622,900,0.71,2,0.03,2,,9,,9
11,-12.00,-94.00,3621,900,,9,,9,0.11,2,0.13,2
11,-12.00,-94.00,3620,1000,0.75,2,0.08,2,,9,,9
11,-12.00,-94.00,3619,1000,,9,,9,0.10,2,0.14,2
11,-12.00,-94.00,3618,1250,0.75,2,0.02,2,,9,,9
11,-12.00,-94.00,3617,1250,,9,,9,0.09,2,0.05,2
11,-12.00,-94.00,3616,1500,0.93,2,0.01,2,,9,,9
11,-12.00,-94.00,3615,1500,,9,,9,0.06,2,0.06,2
11,-12.00,-94.00,3614,1750,0.65,2,0.03,2,,9,,9
11,-12.00,-94.00,3519,1750,0.67,2,0.02,2,,9,,9
11,-12.00,-94.00,3518,1750,,9,,9,0.03,2,0.07,2
11,-12.00,-94.00,3613,1750,,9,,9,,5,0.07,2
11,-12.00,-94.00,3517,2000,0.84,2,0.00,2,,9,,9
11,-12.00,-94.00,3516,2000,,9,,9,0.07,2,0.06,2
11,-12.00,-94.00,3515,2250,0.71,2,0.02,2,,9,,9
11,-12.00,-94.00,3514,2250,,9,,9,0.09,2,0.09,2
11,-12.00,-94.00,3513,2500,0.97,2,0.11,2,,9,,9
11,-12.00,-94.00,3512,2500,,9,,9,0.09,2,0.12,2
11,-12.00,-94.00,3511,2750,1.07,2,0.03,2,,9,,9
11,-12.00,-94.00,3510,2750,,9,,9,0.05,2,0.22,2
11,-12.00,-94.00,3509,3000,1.31,2,0.03,2,,9,,9
11,-12.00,-94.00,3508,3000,,9,,9,0.17,2,0.18,2
11,-12.00,-94.00,3507,3250,1.25,2,0.03,2,,9,,9
11,-12.00,-94.00,3506,3250,,9,,9,0.10,2,0.08,2
11,-12.00,-94.00,3505,3375,1.33,2,0.05,2,,9,,9
11,-12.00,-94.00,3504,3375,,9,,9,0.04,2,0.09,2
11,-12.00,-94.00,3503,3500,1.40,2,0.05,2,,9,,9
11,-12.00,-94.00,3502,3500,,9,,9,0.10,2,0.25,2
11,-12.00,-94.00,3501,3600,1.50,2,0.05,2,,9,,9
11,-12.00,-94.00,3500,3600,,9,,9,0.08,2,0.13,2
11,-12.00,-94.00,3499,3625,1.29,2,0.03,2,,9,,9
11,-12.00,-94.00,3498,3625,,9,,9,0.10,2,0.18,2
11,-12.00,-94.00,3497,3645,1.45,2,0.03,2,,9,,9
11,-12.00,-94.00,3496,3645,,9,,9,0.14,2,0.22,2
12,-13.00,-96.50,3739,2,0.08,2,,9,,9,,9
12,-13.00,-96.50,3725,25,0.19,2,0.01,2,,9,,9
12,-13.00,-96.50,3724,25,,9,,9,0.04,2,0.00,2
12,-13.00,-96.50,3723,50,0.21,2,0.02,2,,9,,9
12,-13.00,-96.50,3722,50,,9,,9,0.06,2,0.00,2
12,-13.00,-96.50,3721,120,0.14,2,0.05,2,,9,,9
12,-13.00,-96.50,3720,120,,9,,9,0.04,2,0.00,2
12,-13.00,-96.50,3719,160,0.22,2,0.02,2,,9,,9
12,-13.00,-96.50,3718,160,,9,,9,0.10,2,0.00,2
12,-13.00,-96.50,3717,210,0.45,2,0.04,2,,9,,9
12,-13.00,-96.50,3716,210,,9,,9,0.10,2,0.01,2
12,-13.00,-96.50,3715,230,0.46,2,0.15,2,,9,,9
12,-13.00,-96.50,3714,230,,9,,9,0.12,2,0.03,2
12,-13.00,-96.50,3713,245,0.54,2,0.04,2,,9,,9
12,-13.00,-96.50,3712,245,,9,,9,0.17,2,0.04,2
12,-13.00,-96.50,3711,300,0.59,2,0.02,2,,9,,9
12,-13.00,-96.50,3710,300,,9,,9,0.04,2,0.08,2
12,-13.00,-96.50,3709,400,0.73,2,0.02,2,,9,,9
12,-13.00,-96.50,3708,400,,9,,9,0.09,2,0.11,2
12,-13.00,-96.50,3707,500,0.83,2,0.06,2,,9,,9
12,-13.00,-96.50,3706,500,,9,,9,0.20,2,0.12,2
12,-13.00,-96.50,3705,750,0.55,2,0.02,2,,9,,9
12,-13.00,-96.50,3704,750,,9,,9,0.07,2,0.17,2
12,-13.00,-96.50,3703,1000,0.55,2,0.03,2,,9,,9
12,-13.00,-96.50,3702,1000,,9,,9,0.13,2,0.04,2
13,-14.00,-99.00,3838,2,0.09,2,,9,,9,,9
13,-14.00,-99.00,3813,20,0.13,2,0.01,2,,9,,9
13,-14.00,-99.00,3812,20,,9,,9,0.04,2,0.00,2
13,-14.00,-99.00,3811,40,0.17,2,0.01,2,,9,,9
13,-14.00,-99.00,3810,40,,9,,9,,5,0.00,2
13,-14.00,-99.00,3809,60,0.16,2,0.01,2,,9,,9
13,-14.00,-99.00,3808,60,,9,,9,,5,0.00,2
13,-14.00,-99.00,3807,110,0.14,2,0.01,2,,9,,9
13,-14.00,-99.00,3806,110,,9,,9,,5,0.00,2
13,-14.00,-99.00,3805,145,0.20,2,0.09,2,,9,,9
13,-14.00,-99.00,3804,145,,9,,9,0.08,2,0.00,2
13,-14.00,-99.00,3803,200,0.34,2,0.02,2,,9,,9
13,-14.00,-99.00,3802,200,,9,,9,,5,,5
13,-14.00,-99.00,3801,250,0.54,2,0.04,2,,9,,9
13,-14.00,-99.00,3800,250,,9,,9,0.13,2,0.02,2
13,-14.00,-99.00,3799,275,0.55,2,0.05,2,,9,,9
13,-14.00,-99.00,3798,275,,9,,9,0.22,2,0.08,2
13,-14.00,-99.00,3797,325,0.84,2,0.02,2,,9,,9
13,-14.00,-99.00,3796,325,,9,,9,0.09,2,0.01,2
13,-14.00,-99.00,3795,400,0.66,2,0.02,2,,9,,9
13,-14.00,-99.00,3794,400,,9,,9,0.13,2,0.11,2
13,-14.00,-99.00,3793,520,0.67,2,0.03,2,,9,,9
13,-14.00,-99.00,3792,520,,9,,9,0.21,2,0.43,2
13,-14.00,-99.00,3791,600,0.60,2,0.02,2,,9,,9
13,-14.00,-99.00,3876,600,0.56,2,0.01,2,,9,,9
13,-14.00,-99.00,3790,600,,9,,9,0.02,2,0.28,2
13,-14.00,-99.00,3875,600,,9,,9,,5,,5
13,-14.00,-99.00,3874,700,0.49,2,0.01,2,,9,,9
13,-14.00,-99.00,3873,700,,9,,9,0.00,2,0.07,2
13,-14.00,-99.00,3872,800,0.42,2,0.02,2,,9,,9
13,-14.00,-99.00,3871,800,,9,,9,0.08,2,0.02,2
13,-14.00,-99.00,3870,900,0.52,2,0.01,2,,9,,9
13,-14.00,-99.00,3869,900,,9,,9,0.21,2,0.06,2
13,-14.00,-99.00,3868,1000,0.44,2,0.02,2,,9,,9
13,-14.00,-99.00,3867,1000,,9,,9,0.04,2,0.06,2
13,-14.00,-99.00,3866,1200,0.36,2,0.03,2,,9,,9
13,-14.00,-99.00,3865,1200,,9,,9,0.04,2,0.02,2
13,-14.00,-99.00,3864,1400,0.45,2,0.07,2,,9,,9
13,-14.00,-99.00,3863,1400,,9,,9,,5,0.01,2
13,-14.00,-99.00,3862,1600,0.41,2,,5,,9,,9
13,-14.00,-99.00,3861,1600,,9,,9,0.12,2,,5
13,-14.00,-99.00,3860,1800,0.47,2,0.01,2,,9,,9
13,-14.00,-99.00,3859,1800,,9,,9,0.09,2,0.06,2
13,-14.00,-99.00,3858,2000,0.34,2,0.03,2,,9,,9
13,-14.00,-99.00,3857,2000,,9,,9,0.13,2,0.03,2
13,-14.00,-99.00,3856,2200,0.62,2,0.02,2,,9,,9
13,-14.00,-99.00,3855,2200,,9,,9,0.04,2,0.10,2
13,-14.00,-99.00,3764,2400,0.81,2,0.05,2,,9,,9
13,-14.00,-99.00,3854,2400,0.80,2,0.02,2,,9,,9
13,-14.00,-99.00,3763,2400,,9,,9,0.23,2,0.10,2
13,-14.00,-99.00,3853,2400,,9,,9,,5,,5
13,-14.00,-99.00,3762,2600,0.93,2,0.05,2,,9,,9
13,-14.00,-99.00,3761,2600,,9,,9,0.12,2,0.07,2
13,-14.00,-99.00,3760,2800,0.67,2,0.05,2,,9,,9
13,-14.00,-99.00,3759,2800,,9,,9,0.10,2,0.09,2
13,-14.00,-99.00,3758,3000,1.17,2,0.03,2,,9,,9
13,-14.00,-99.00,3757,3000,,9,,9,0.14,2,0.12,2
13,-14.00,-99.00,3756,3200,1.18,2,0.19,3,,9,,9
13,-14.00,-99.00,3755,3200,,9,,9,,5,0.16,2
13,-14.00,-99.00,3754,3400,1.20,2,0.05,2,,9,,9
13,-14.00,-99.00,3753,3400,,9,,9,,5,0.06,2
13,-14.00,-99.00,3752,3600,1.22,2,0.05,2,,9,,9
13,-14.00,-99.00,3751,3600,,9,,9,0.25,2,0.08,2
13,-14.00,-99.00,3750,3700,1.25,2,0.03,2,,9,,9
13,-14.00,-99.00,3749,3700,,9,,9,,5,0.17,2
13,-14.00,-99.00,3748,3750,1.26,2,0.05,2,,9,,9
13,-14.00,-99.00,3747,3750,,9,,9,0.08,2,0.13,2
13,-14.00,-99.00,3746,3800,,5,0.04,2,,9,,9
13,-14.00,-99.00,3745,3800,,9,,9,,5,0.07,2
13,-14.00,-99.00,3744,3810,,5,0.03,2,,9,,9
13,-14.00,-99.00,3743,3810,,9,,9,0.14,2,0.22,2
13,-14.00,-99.00,3741,3835,,9,,9,0.16,2,0.05,2
13,-14.00,-99.00,3742,3836,1.46,2,0.03,2,,9,,9
14,-15.00,-101.50,6  3915,2,0.03,2,,9,,9,,9
14,-15.00,-101.50,6  3914,20,0.17,2,0.02,2,,9,,9
14,-15.00,-101.50,6  3913,20,,9,,9,0.10,2,0.00,2
14,-15.00,-101.50,6  3912,70,0.25,2,0.02,2,,9,,9
14,-15.00,-101.50,6  3911,70,,9,,9,0.04,2,,5
14,-15.00,-101.50,6  3910,95,0.22,2,0.01,2,,9,,9
14,-15.00,-101.50,6  3909,95,,9,,9,0.13,2,0.00,2
14,-15.00,-101.50,6  3908,125,0.12,2,0.03,2,,9,,9
14,-15.00,-101.50,6  3907,125,,9,,9,0.11,2,,5
14,-15.00,-101.50,6  3906,200,0.13,2,0.02,2,,9,,9
14,-15.00,-101.50,6  3905,200,,9,,9,0.05,2,0.01,2
14,-15.00,-101.50,6  3904,275,0.60,2,0.02,2,,9,,9
14,-15.00,-101.50,6  3903,275,,9,,9,0.06,2,0.07,2
14,-15.00,-101.50,6  3902,320,0.52,2,0.02,2,,9,,9
14,-15.00,-101.50,6  3901,320,,9,,9,0.04,2,0.30,2
14,-15.00,-101.50,6  3900,350,0.40,2,0.01,2,,9,,9
14,-15.00,-101.50,6  3899,350,,9,,9,0.14,2,0.02,2
14,-15.00,-101.50,6  3898,400,0.68,2,0.02,2,,9,,9
14,-15.00,-101.50,6  3897,400,,9,,9,0.08,2,0.16,2
14,-15.00,-101.50,6  3896,500,0.62,2,0.02,2,,9,,9
14,-15.00,-101.50,6  3895,500,,9,,9,0.09,2,0.12,2
14,-15.00,-101.50,6  3894,750,0.42,2,0.01,2,,9,,9
14,-15.00,-101.50,6  3893,750,,9,,9,0.11,2,0.08,2
14,-15.00,-101.50,6  3892,1000,0.48,2,0.01,2,,9,,9
14,-15.00,-101.50,6  3891,1000,,9,,9,,5,0.06,2
15,-16.00,-104.00,4010,2,0.03,2,,9,,9,,9
15,-16.00,-104.00,4009,20,0.17,2,0.00,3,,9,,9
15,-16.00,-104.00,4008,20,,9,,9,0.10,2,0.00,2
15,-16.00,-104.00,4007,50,0.21,2,0.03,2,,9,,9
15,-16.00,-104.00,4006,50,,9,,9,0.05,2,0.00,2
15,-16.00,-104.00,4005,75,0.17,2,0.01,2,,9,,9
15,-16.00,-104.00,4004,75,,9,,9,0.00,2,0.00,2
15,-16.00,-104.00,4003,105,0.24,2,0.01,2,,9,,9
15,-16.00,-104.00,4002,105,,9,,9,0.00,2,0.00,2
15,-16.00,-104.00,4001,150,0.18,2,0.01,2,,9,,9
15,-16.00,-104.00,4000,150,,9,,9,0.00,2,,5
15,-16.00,-104.00,3999,185,0.17,2,0.01,2,,9,,9
15,-16.00,-104.00,3998,185,,9,,9,0.02,2,0.00,2
15,-16.00,-104.00,3997,225,0.19,2,0.11,2,,9,,9
15,-16.00,-104.00,3996,225,,9,,9,0.03,2,0.00,2
15,-16.00,-104.00,3995,275,0.48,2,0.02,2,,9,,9
15,-16.00,-104.00,3994,275,,9,,9,0.12,2,0.04,2
15,-16.00,-104.00,3993,330,0.49,2,0.01,2,,9,,9
15,-16.00,-104.00,3992,330,,9,,9,0.11,2,0.02,2
15,-16.00,-104.00,3991,360,0.55,2,0.02,2,,9,,9
15,-16.00,-104.00,3990,360,,9,,9,0.09,2,0.08,2
15,-16.00,-104.00,3989,410,0.82,3,0.03,2,,9,,9
15,-16.00,-104.00,3988,410,,9,,9,0.04,2,0.13,2
15,-16.00,-104.00,3987,500,0.68,2,0.05,2,,9,,9
15,-16.00,-104.00,8202,500,0.76,2,0.04,2,,9,,9
15,-16.00,-104.00,3986,500,,9,,9,0.14,2,0.10,2
15,-16.00,-104.00,8201,500,,9,,9,,5,0.07,2
15,-16.00,-104.00,8200,625,1.09,2,0.01,2,,9,,9
15,-16.00,-104.00,8199,625,,9,,9,0.00,2,0.08,2
15,-16.00,-104.00,8198,750,0.73,3,0.01,2,,9,,9
15,-16.00,-104.00,8197,750,,9,,9,0.05,2,0.11,2
15,-16.00,-104.00,8196,1000,0.88,2,0.02,2,,9,,9
15,-16.00,-104.00,8195,1000,,9,,9,0.00,2,0.13,2
15,-16.00,-104.00,8194,1250,0.75,2,0.02,2,,9,,9
15,-16.00,-104.00,8193,1250,,9,,9,0.08,2,0.08,2
15,-16.00,-104.00,8192,1500,0.75,2,0.01,2,,9,,9
15,-16.00,-104.00,8191,1500,,9,,9,,5,0.06,2
15,-16.00,-104.00,8190,1750,0.48,3,0.02,2,,9,,9
15,-16.00,-104.00,8189,1750,,9,,9,0.04,2,0.09,2
15,-16.00,-104.00,8188,2000,0.92,2,0.01,2,,9,,9
15,-16.00,-104.00,8187,2000,,9,,9,0.04,2,0.01,2
15,-16.00,-104.00,8186,2200,0.99,2,0.02,2,,9,,9
15,-16.00,-104.00,8185,2200,,9,,9,0.05,2,0.04,2
15,-16.00,-104.00,8184,2300,1.11,2,0.01,2,,9,,9
15,-16.00,-104.00,8183,2300,,9,,9,,5,0.11,2
15,-16.00,-104.00,8182,2400,1.31,2,0.01,2,,9,,9
15,-16.00,-104.00,8181,2400,,9,,9,0.00,2,0.06,2
15,-16.00,-104.00,8180,2500,0.86,2,0.01,2,,9,,9
15,-16.00,-104.00,3952,2500,0.83,3,0.01,4,,9,,9
15,-16.00,-104.00,3951,2500,,9,,9,0.26,2,0.04,2
15,-16.00,-104.00,8179,2500,,9,,9,,5,0.06,2
15,-16.00,-104.00,3950,2600,1.01,3,0.01,2,,9,,9
15,-16.00,-104.00,3949,2600,,9,,9,0.00,2,0.06,2
15,-16.00,-104.00,3948,2700,0.99,2,0.01,4,,9,,9
15,-16.00,-104.00,3947,2700,,9,,9,0.07,2,0.12,2
15,-16.00,-104.00,3946,2800,0.91,2,0.01,2,,9,,9
15,-16.00,-104.00,3945,2800,,9,,9,0.26,2,0.09,2
15,-16.00,-104.00,3944,3000,0.92,2,0.01,2,,9,,9
15,-16.00,-104.00,3943,3000,,9,,9,0.06,2,0.09,2
15,-16.00,-104.00,3942,3250,0.52,3,0.02,2,,9,,9
15,-16.00,-104.00,3941,3250,,9,,9,0.21,2,0.10,2
15,-16.00,-104.00,3940,3500,1.15,2,0.01,4,,9,,9
15,-16.00,-104.00,3939,3500,,9,,9,0.18,2,0.23,2
15,-16.00,-104.00,3938,3750,1.23,2,0.02,4,,9,,9
15,-16.00,-104.00,3937,3750,,9,,9,0.17,2,0.15,2
15,-16.00,-104.00,3936,3800,1.29,2,0.02,4,,9,,9
15,-16.00,-104.00,3935,3800,,9,,9,0.09,2,0.15,2
15,-16.00,-104.00,3934,3850,1.31,2,0.02,4,,9,,9
15,-16.00,-104.00,3933,3850,,9,,9,0.16,2,0.03,2
15,-16.00,-104.00,3932,3900,1.42,2,0.02,2,,9,,9
15,-16.00,-104.00,3931,3900,,9,,9,0.06,2,0.04,2
15,-16.00,-104.00,3930,3925,1.17,2,0.02,2,,9,,9
15,-16.00,-104.00,3929,3925,,9,,9,0.00,2,0.07,2
16,-15.43,-106.50,8  8240,2,0.16,2,,9,,9,,9
16,-15.43,-106.50,8  8239,20,0.30,2,0.02,2,,9,,9
16,-15.43,-106.50,8  8238,20,,9,,9,0.05,2,,5
16,-15.43,-106.50,8  8237,60,0.31,2,0.02,2,,9,,9
16,-15.43,-106.50,8  8236,60,,9,,9,0.00,2,0.00,2
16,-15.43,-106.50,8  8235,90,0.34,2,0.04,2,,9,,9
16,-15.43,-106.50,8  8234,90,,9,,9,0.03,2,,5
16,-15.43,-106.50,8  8233,125,0.24,2,0.02,2,,9,,9
16,-15.43,-106.50,8  8232,125,,9,,9,0.04,2,,5
16,-15.43,-106.50,8  8231,170,0.29,2,0.02,2,,9,,9
16,-15.43,-106.50,8  8230,170,,9,,9,0.05,2,0.00,2
16,-15.43,-106.50,8  8229,250,0.37,2,0.04,2,,9,,9
16,-15.43,-106.50,8  8228,250,,9,,9,0.06,2,0.00,2
16,-15.43,-106.50,8  8227,295,0.50,2,0.00,3,,9,,9
16,-15.43,-106.50,8  8226,295,,9,,9,0.05,2,0.03,2
16,-15.43,-106.50,8  8225,350,0.65,2,0.09,2,,9,,9
16,-15.43,-106.50,8  8224,350,,9,,9,0.09,2,0.10,2
16,-15.43,-106.50,8  8223,400,0.81,2,0.06,2,,9,,9
16,-15.43,-106.50,8  8222,400,,9,,9,0.09,2,0.10,2
16,-15.43,-106.50,8  8221,600,0.87,2,0.02,2,,9,,9
16,-15.43,-106.50,8  8220,600,,9,,9,0.02,2,0.08,2
16,-15.43,-106.50,8  8219,800,0.75,2,0.02,2,,9,,9
