Year,sta,depth,lat,lon,Hg_total,Hg_total_flag,Hg0,Hg0_flag,MMHg_fM,MMHg_flag,DMHg_fM,DMHg_flag
2011,6,4200,37.61,-68.39,1.16,2,0.52,2,165.00,2,365.00,2
2011,6,4435,37.61,-68.39,1.29,2,0.58,2,121.00,2,307.00,2
2011,6,4535,37.61,-68.39,1.39,2,0.50,2,92.00,2,185.00,2
2011,8,2,35.42,-66.52,0.62,2,,9,,4,,4
2011,8,30,35.42,-66.52,0.94,2,0.24,2,,4,22.00,2
2011,8,65,35.42,-66.52,1.33,2,0.28,2,,4,8.00,2
2011,8,110,35.42,-66.52,1.30,2,0.25,2,,4,44.00,2
2011,8,135,35.42,-66.52,0.78,2,0.22,2,,4,18.00,2
2011,8,185,35.42,-66.52,0.84,2,0.34,2,,4,24.00,2
2011,8,235,35.42,-66.52,0.73,2,,4,,4,39.00,2
2011,8,289,35.42,-66.52,0.67,2,0.28,2,,4,22.00,2
2011,8,420,35.42,-66.52,0.69,2,0.27,2,,4,21.00,2
2011,8,550,35.42,-66.52,0.69,2,0.15,2,,4,100.00,2
2011,8,800,35.42,-66.52,0.95,2,0.35,2,,4,604.00,2
2011,8,1000,35.42,-66.52,0.92,2,0.53,2,,4,88.00,2
2011,8,1200,35.42,-66.52,0.89,2,,4,,4,119.00,2
2011,8,1500,35.42,-66.52,0.75,6,0.43,2,,4,93.00,2
2011,8,1800,35.42,-66.52,0.86,2,0.34,2,,4,172.00,6
2011,8,2100,35.42,-66.52,0.87,6,0.36,2,,4,234.00,2
2011,8,2400,35.42,-66.52,1.03,2,0.40,2,,4,150.00,2
2011,8,2700,35.42,-66.52,0.98,2,0.33,2,,4,206.00,6
2011,8,3000,35.42,-66.52,1.05,2,0.42,2,,4,103.00,2
2011,8,3300,35.42,-66.52,0.92,6,0.38,2,,4,273.00,2
2011,8,3600,35.42,-66.52,0.94,2,0.38,2,,4,179.00,2
2011,8,3900,35.42,-66.52,1.00,2,0.45,2,,4,137.00,2
2011,8,4250,35.42,-66.52,0.95,2,0.38,2,,4,338.00,2
2011,8,4575,35.42,-66.52,1.10,2,0.51,2,,4,263.00,6
2011,8,4900,35.42,-66.52,1.23,2,0.59,2,,4,305.00,2
2011,10,2,31.75,-64.17,0.47,2,0.02,2,,4,,4
2011,10,40,31.75,-64.17,0.66,2,0.19,2,,4,,4
2011,10,65,31.75,-64.17,0.68,2,0.20,2,,4,,4
2011,10,84,31.75,-64.17,0.71,2,0.28,2,,4,,4
2011,10,96,31.75,-64.17,0.72,2,0.34,2,,4,,4
2011,10,135,31.75,-64.17,0.67,2,0.37,2,,4,,4
2011,10,185,31.75,-64.17,0.59,2,0.32,2,,4,,4
2011,10,235,31.75,-64.17,0.62,2,0.22,2,,4,,4
2011,10,285,31.75,-64.17,0.65,2,0.43,2,,4,,4
2011,10,345,31.75,-64.17,0.63,2,0.30,2,,4,,4
2011,10,420,31.75,-64.17,0.87,2,0.34,2,,4,,4
2011,10,500,31.75,-64.17,0.89,2,0.42,2,,4,,4
2011,10,575,31.75,-64.17,0.89,2,0.39,2,,4,,4
2011,10,666,31.75,-64.17,1.32,2,0.59,2,139.00,2,,4
2011,10,800,31.75,-64.17,1.50,2,0.63,2,142.00,2,,4
2011,10,874,31.75,-64.17,1.62,2,0.84,2,,4,,4
2011,10,971,31.75,-64.17,1.46,2,0.57,2,136.00,2,,4
2011,10,1075,31.75,-64.17,1.31,2,0.62,2,271.00,2,,4
2011,10,1200,31.75,-64.17,1.18,2,0.49,2,132.00,2,,4
2011,10,1350,31.75,-64.17,,4,,4,,4,,4
2011,10,1500,31.75,-64.17,1.08,2,0.45,2,,4,,4
2011,10,1650,31.75,-64.17,,4,0.41,2,182.00,2,,4
2011,10,1800,31.75,-64.17,1.21,2,0.48,2,155.00,2,,4
2011,10,1950,31.75,-64.17,1.02,2,0.41,2,327.00,2,,4
2011,10,2101,31.75,-64.17,0.98,2,0.51,2,,4,,4
2011,10,2300,31.75,-64.17,0.93,2,,4,,4,,4
2011,10,2500,31.75,-64.17,1.06,2,0.58,2,,4,,4
2011,10,2700,31.75,-64.17,,4,0.57,2,,4,,4
2011,10,3000,31.75,-64.17,1.10,2,0.45,2,,4,,4
2011,10,3300,31.75,-64.17,1.05,2,0.42,2,,4,,4
2011,10,3601,31.75,-64.17,1.16,2,0.30,2,,4,,4
2011,10,3900,31.75,-64.17,1.12,2,0.39,2,,4,,4
2011,10,4200,31.75,-64.17,1.09,2,0.52,2,,4,,4
2011,10,4350,31.75,-64.17,1.09,2,0.44,2,,4,,4
2011,10,4440,31.75,-64.17,1.17,2,0.52,2,,4,,4
2011,10,4490,31.75,-64.17,1.13,2,0.44,2,,4,,4
2011,10,4531,31.75,-64.17,1.16,2,0.42,2,,4,,4
2011,11,2,30.82,-60.78,0.51,2,0.04,2,139.00,2,,4
2011,11,60,30.82,-60.78,1.67,3,0.21,2,9.00,2,,4
2011,11,93,30.82,-60.78,0.72,2,0.23,2,,4,,4
2011,11,135,30.82,-60.78,0.72,2,0.16,2,,4,,4
2011,11,184,30.82,-60.78,0.71,2,0.26,2,0.00,2,,4
2011,11,236,30.82,-60.78,0.74,2,0.25,2,108.00,2,,4
2011,11,286,30.82,-60.78,0.73,2,0.34,2,,4,,4
2011,11,349,30.82,-60.78,0.78,2,0.19,2,60.00,2,,4
2011,11,420,30.82,-60.78,0.86,2,0.17,2,,4,,4
2011,11,530,30.82,-60.78,1.09,2,0.37,2,,4,17.00,2
2011,11,665,30.82,-60.78,1.22,2,0.37,2,23.00,2,134.00,2
2011,11,799,30.82,-60.78,1.39,2,0.47,2,,4,110.00,2
2011,11,1000,30.82,-60.78,1.25,2,0.55,2,,4,88.00,2
2011,12,2,29.70,-56.82,0.43,2,0.02,2,,4,35.00,2
2011,12,40,29.70,-56.82,0.96,2,0.14,2,58.00,2,13.00,2
2011,12,65,29.70,-56.82,0.78,2,0.29,2,50.00,2,3.00,2
2011,12,99,29.70,-56.82,0.97,2,0.31,2,,4,23.00,2
2011,12,136,29.70,-56.82,0.90,2,0.45,2,0.00,3,20.00,2
2011,12,185,29.70,-56.82,0.91,2,0.38,2,0.00,3,,4
2011,12,234,29.70,-56.82,0.89,2,0.34,2,48.00,2,8.00,2
2011,12,285,29.70,-56.82,0.86,2,0.34,2,,4,33.00,2
2011,12,351,29.70,-56.82,,9,,9,,4,,4
2011,12,421,29.70,-56.82,1.06,2,0.44,2,0.00,3,34.00,6
2011,12,500,29.70,-56.82,1.31,2,0.48,2,0.00,3,217.00,2
2011,12,666,29.70,-56.82,1.45,2,0.62,2,0.00,3,67.00,2
2011,12,750,29.70,-56.82,1.49,2,0.63,2,0.00,3,397.00,2
2011,12,875,29.70,-56.82,1.40,2,0.59,2,,4,284.00,2
2011,12,1000,29.70,-56.82,,4,0.75,2,,4,158.00,2
2011,12,1100,29.70,-56.82,1.19,2,0.72,2,0.00,3,198.00,2
2011,12,1200,29.70,-56.82,1.14,2,0.51,2,,4,94.00,2
2011,12,1350,29.70,-56.82,1.18,2,0.49,2,0.00,3,96.00,2
2011,12,1500,29.70,-56.82,,4,,4,,4,136.00,2
2011,12,1651,29.70,-56.82,1.04,2,0.53,2,24.00,2,19.00,2
2011,12,1800,29.70,-56.82,1.00,2,0.32,2,0.00,3,52.00,2
2011,12,1950,29.70,-56.82,0.96,2,0.45,2,27.00,2,74.00,2
2011,12,2100,29.70,-56.82,1.02,2,0.43,2,0.00,3,98.00,2
2011,12,2250,29.70,-56.82,1.05,2,,4,,4,,4
2011,12,2400,29.70,-56.82,1.07,2,0.46,2,38.00,2,,4
2011,12,2550,29.70,-56.82,1.15,2,0.39,2,,4,273.00,2
2011,12,2700,29.70,-56.82,1.19,6,0.45,2,,3,217.00,2
2011,12,3000,29.70,-56.82,1.11,2,0.38,2,76.00,2,238.00,2
2011,12,3300,29.70,-56.82,1.05,2,0.41,2,,4,145.00,2
2011,12,3600,29.70,-56.82,1.20,6,0.56,2,,4,178.00,2
2011,12,3900,29.70,-56.82,1.43,3,0.56,2,24.00,2,209.00,2
2011,12,4300,29.70,-56.82,1.17,6,0.29,2,64.00,2,213.00,2
2011,12,4700,29.70,-56.82,1.23,6,0.48,2,141.00,2,250.00,2
2011,12,5100,29.70,-56.82,1.19,2,0.34,2,133.00,2,299.00,6
2011,12,5400,29.70,-56.82,1.20,2,0.35,2,,4,,4
2011,12,5462,29.70,-56.82,1.20,2,0.39,2,,3,398.00,2
2011,12,5615,29.70,-56.82,1.30,6,0.42,2,,3,,3
2011,13,2,28.64,-53.22,0.42,2,0.03,2,,4,,4
2011,13,41,28.64,-53.22,1.32,3,0.22,2,,4,123.00,2
2011,13,100,28.64,-53.22,0.56,2,0.14,2,,4,,4
2011,13,135,28.64,-53.22,0.55,2,0.16,2,,4,,4
2011,13,185,28.64,-53.22,0.66,2,,4,,4,,4
2011,13,235,28.64,-53.22,0.63,2,0.24,2,,4,374.00,2
2011,13,285,28.64,-53.22,0.63,2,0.24,2,,4,14.00,2
2011,13,350,28.64,-53.22,0.64,2,0.25,2,,4,43.00,2
2011,13,420,28.64,-53.22,0.80,2,0.25,2,,4,126.00,2
2011,13,530,28.64,-53.22,,4,,9,,4,,4
2011,13,664,28.64,-53.22,1.04,2,,9,,4,,4
2011,13,850,28.64,-53.22,1.14,2,,9,,4,,4
2011,13,1000,28.64,-53.22,1.11,2,,9,,4,,4
2011,14,2,27.58,-49.63,0.57,2,0.04,2,58.00,2,,4
2011,14,40,27.58,-49.63,0.82,2,0.13,2,,4,0.00,2
2011,14,70,27.58,-49.63,0.58,2,0.11,2,,4,0.00,2
2011,14,100,27.58,-49.63,0.46,2,0.13,2,,4,0.00,2
2011,14,115,27.58,-49.63,0.45,2,0.11,2,,4,19.00,2
2011,14,135,27.58,-49.63,0.43,2,0.14,2,,4,25.00,2
2011,14,185,27.58,-49.63,0.56,2,0.28,2,,4,,4
2011,14,235,27.58,-49.63,0.54,2,0.24,2,,4,155.00,2
2011,14,285,27.58,-49.63,0.55,2,0.23,2,,4,0.00,2
2011,14,350,27.58,-49.63,0.61,2,0.32,2,,4,21.00,2
2011,14,430,27.58,-49.63,0.65,2,0.30,2,,4,28.00,2
2011,14,550,27.58,-49.63,0.70,2,0.31,2,,4,0.00,2
2011,14,650,27.58,-49.63,1.03,2,,3,,4,14.00,2
2011,14,775,27.58,-49.63,1.25,6,0.63,2,287.00,2,58.00,2
2011,14,905,27.58,-49.63,1.32,2,0.73,2,,4,19.00,2
2011,14,1200,27.58,-49.63,1.10,2,0.48,2,,4,44.00,2
2011,14,1449,27.58,-49.63,1.10,2,0.44,2,201.00,2,28.00,2
2011,14,1800,27.58,-49.63,1.09,6,0.33,2,,4,22.00,2
2011,14,2100,27.58,-49.63,1.07,2,0.36,2,,4,22.00,2
2011,14,2400,27.58,-49.63,,4,,4,87.00,2,29.00,2
2011,14,2700,27.58,-49.63,,3,,3,,4,216.00,2
2011,14,3000,27.58,-49.63,1.17,2,0.25,2,,4,5.00,2
2011,14,3400,27.58,-49.63,1.26,2,0.37,2,,4,29.00,2
2011,14,3800,27.58,-49.63,1.23,2,0.42,2,,4,0.00,2
2011,14,4225,27.58,-49.63,0.90,2,0.41,2,,4,,4
2011,15,2,26.86,-47.23,0.45,2,0.11,2,185.00,2,111.00,2
2011,15,50,26.86,-47.23,0.62,2,0.28,2,5.00,2,156.00,2
2011,15,95,26.86,-47.23,0.39,2,0.19,2,0.00,2,119.00,2
2011,15,136,26.86,-47.23,0.62,2,0.18,2,0.00,2,176.00,2
2011,15,185,26.86,-47.23,0.75,2,0.45,2,0.00,2,,4
2011,15,235,26.86,-47.23,0.72,2,0.36,2,183.00,2,152.00,2
2011,15,285,26.86,-47.23,0.87,2,0.39,2,181.00,2,209.00,2
2011,15,350,26.86,-47.23,0.64,2,,4,82.00,2,96.00,2
2011,15,421,26.86,-47.23,0.71,2,0.30,2,,4,230.00,2
2011,15,530,26.86,-47.23,,9,,9,,4,,4
2011,15,665,26.86,-47.23,0.86,2,0.27,2,72.00,2,0.00,2
2011,15,800,26.86,-47.23,1.06,2,0.50,2,84.00,2,217.00,2
2011,15,1000,26.86,-47.23,1.22,2,0.38,2,,4,150.00,2
2011,16,2,26.14,-44.83,0.45,2,0.03,2,197.00,2,0.00,2
2011,16,40,26.14,-44.83,0.64,2,0.17,2,74.00,2,2.00,2
2011,16,56,26.14,-44.83,0.87,2,0.13,2,45.00,2,3.00,2
2011,16,92,26.14,-44.83,0.63,2,0.15,2,152.00,2,1.00,2
2011,16,108,26.14,-44.83,0.58,2,0.13,2,167.00,2,7.00,2
2011,16,135,26.14,-44.83,0.67,2,0.21,2,407.00,2,6.00,2
2011,16,185,26.14,-44.83,0.67,2,0.30,2,203.00,2,11.00,2
2011,16,235,26.14,-44.83,0.84,2,0.38,2,119.00,2,8.00,2
2011,16,285,26.14,-44.83,0.86,2,0.37,2,224.00,2,8.00,2
2011,16,338,26.14,-44.83,0.86,2,0.47,2,335.00,2,4.00,2
2011,16,420,26.14,-44.83,0.98,2,0.34,2,255.00,2,10.00,2
2011,16,510,26.14,-44.83,0.97,2,0.23,2,149.00,2,45.00,2
2011,16,601,26.14,-44.83,1.20,2,0.25,2,134.00,2,24.00,2
2011,16,800,26.14,-44.83,1.24,2,0.30,2,179.00,2,50.00,2
2011,16,965,26.14,-44.83,1.18,2,0.28,2,155.00,2,52.00,2
2011,16,1200,26.14,-44.83,1.01,2,0.37,2,,4,73.00,2
2011,16,1500,26.14,-44.83,1.12,2,0.29,2,,4,84.00,2
2011,16,1650,26.14,-44.83,1.17,2,0.31,2,,4,103.00,2
2011,16,1800,26.14,-44.83,1.08,2,0.33,2,221.00,2,85.00,2
2011,16,1950,26.14,-44.83,1.08,2,0.35,2,,4,58.00,2
2011,16,2100,26.14,-44.83,1.21,2,0.37,2,,4,33.00,2
2011,16,2250,26.14,-44.83,1.21,2,0.50,2,140.00,2,22.00,2
2011,16,2400,26.14,-44.83,1.07,2,0.30,2,209.00,2,61.00,2
2011,16,2700,26.14,-44.83,1.10,2,0.38,2,205.00,2,9.00,2
2011,16,3000,26.14,-44.83,1.15,2,0.39,2,616.00,2,4.00,2
2011,16,3224,26.14,-44.83,0.85,2,0.11,2,295.00,2,14.00,2
2011,16,3255,26.14,-44.83,0.89,6,0.05,2,229.00,2,58.00,2
2011,16,3327,26.14,-44.83,0.91,6,0.18,2,373.00,2,23.00,2
2011,16,3333,26.14,-44.83,0.95,6,0.18,2,190.00,2,15.00,2
2011,16,3393,26.14,-44.83,12.80,2,1.04,2,183.00,2,38.00,2
2011,16,3589,26.14,-44.83,1.86,2,0.49,2,0.00,2,22.00,2
2011,17,2,25.14,-42.52,0.32,2,0.10,2,49.00,2,7.00,2
2011,17,50,25.14,-42.52,,4,0.09,2,109.00,2,3.00,2
2011,17,100,25.14,-42.52,0.49,2,0.12,2,154.00,2,4.00,2
2011,17,135,25.14,-42.52,,4,0.15,2,173.00,2,7.00,2
2011,17,185,25.14,-42.52,0.60,2,0.21,2,186.00,2,13.00,2
2011,17,235,25.14,-42.52,0.59,2,0.22,2,,4,19.00,2
2011,17,285,25.14,-42.52,0.63,2,0.29,2,76.00,2,10.00,2
2011,17,350,25.14,-42.52,0.61,2,0.30,2,,4,12.00,2
2011,17,420,25.14,-42.52,0.63,2,0.30,2,129.00,2,9.00,2
2011,17,530,25.14,-42.52,0.75,2,0.41,2,,4,28.00,2
2011,17,665,25.14,-42.52,0.79,2,0.29,2,22.00,2,88.00,2
2011,17,800,25.14,-42.52,0.93,2,0.15,2,171.00,2,170.00,2
2011,17,1000,25.14,-42.52,0.93,2,0.15,2,,4,30.00,2
2011,18,2,24.15,-40.22,0.34,2,0.09,2,153.00,2,4.00,2
2011,18,40,24.15,-40.22,0.71,2,0.11,2,63.00,2,3.00,2
2011,18,65,24.15,-40.22,0.78,2,0.20,2,127.00,2,9.00,2
2011,18,75,24.15,-40.22,0.90,2,0.16,2,210.00,2,8.00,2
2011,18,110,24.15,-40.22,0.77,2,0.27,2,133.00,2,5.00,2
2011,18,135,24.15,-40.22,0.66,2,0.26,2,123.00,2,2.00,2
2011,18,185,24.15,-40.22,0.83,2,0.27,2,566.00,3,8.00,2
2011,18,235,24.15,-40.22,1.13,2,0.28,2,,4,5.00,2
2011,18,286,24.15,-40.22,1.16,2,0.41,2,,4,24.00,2
2011,18,350,24.15,-40.22,1.15,2,0.28,2,230.00,2,87.00,2
2011,18,421,24.15,-40.22,1.20,2,0.36,2,292.00,2,12.00,2
2011,18,510,24.15,-40.22,1.42,2,0.45,2,370.00,2,50.00,2
2011,18,600,24.15,-40.22,1.30,2,0.38,2,161.00,2,28.00,2
2011,18,775,24.15,-40.22,1.14,2,0.13,2,241.00,2,95.00,6
2011,18,966,24.15,-40.22,0.92,2,0.10,2,134.00,2,102.00,6
2011,18,1149,24.15,-40.22,0.94,2,0.16,2,168.00,2,127.00,2
2011,18,1325,24.15,-40.22,0.98,2,,4,126.00,2,89.00,2
2011,18,1499,24.15,-40.22,0.97,2,0.20,2,,4,48.00,6
2011,18,1800,24.15,-40.22,0.96,2,0.12,2,195.00,6,36.00,6
2011,18,2100,24.15,-40.22,1.00,2,0.06,2,136.00,2,23.00,2
2011,18,2550,24.15,-40.22,1.07,2,0.12,2,,4,35.00,2
2011,18,3000,24.15,-40.22,0.85,2,0.12,2,298.00,2,73.00,2
2011,18,3400,24.15,-40.22,0.86,2,0.28,2,357.00,2,102.00,2
2011,18,3800,24.15,-40.22,0.82,2,0.28,2,135.00,2,115.00,2
2011,18,4300,24.15,-40.22,1.01,2,0.28,2,,3,82.00,2
2011,19,2,23.24,-38.04,0.40,2,0.07,2,54.00,2,2.00,2
2011,19,61,23.24,-38.04,0.64,2,0.10,2,,4,4.00,2
2011,19,106,23.24,-38.04,0.46,2,,4,,4,4.00,2
2011,19,136,23.24,-38.04,0.44,2,0.10,2,61.00,2,4.00,2
2011,19,187,23.24,-38.04,0.57,2,0.20,2,96.00,2,10.00,2
2011,19,238,23.24,-38.04,0.65,2,0.12,2,13.00,2,2.00,2
2011,19,285,23.24,-38.04,0.68,2,0.24,2,142.00,2,5.00,2
2011,19,353,23.24,-38.04,0.74,2,0.36,2,409.00,2,12.00,3
2011,19,422,23.24,-38.04,0.77,2,0.12,2,364.00,2,6.00,2
2011,19,531,23.24,-38.04,0.97,2,0.14,2,212.00,2,62.00,2
2011,19,601,23.24,-38.04,1.10,2,0.26,2,,4,61.00,2
2011,19,852,23.24,-38.04,1.04,2,,4,216.00,2,15.00,2
2011,19,1002,23.24,-38.04,0.96,2,0.07,2,,4,35.00,2
2011,20,40,22.33,-35.87,0.49,2,0.05,2,0.00,2,3.00,2
2011,20,65,22.33,-35.87,0.49,2,0.04,2,0.00,2,23.00,2
2011,20,75,22.33,-35.87,0.37,2,0.09,2,0.00,2,10.00,2
2011,20,105,22.33,-35.87,0.36,2,,4,0.00,2,3.00,2
2011,20,135,22.33,-35.87,0.54,2,0.09,2,,4,4.00,2
2011,20,185,22.33,-35.87,0.62,2,0.20,2,37.00,2,7.00,2
2011,20,235,22.33,-35.87,0.74,2,,4,66.00,2,20.00,2
2011,20,300,22.33,-35.87,0.71,2,0.14,2,,4,9.00,2
2011,20,375,22.33,-35.87,0.85,2,0.17,2,,4,26.00,2
2011,20,440,22.33,-35.87,0.84,2,,4,,4,24.00,2
2011,20,500,22.33,-35.87,1.00,2,0.15,2,35.00,2,36.00,2
2011,20,600,22.33,-35.87,1.12,2,0.35,2,263.00,2,107.00,2
2011,20,700,22.33,-35.87,1.11,2,0.52,2,131.00,2,92.00,2
2011,20,810,22.33,-35.87,1.12,2,,4,141.00,2,89.00,2
2011,20,926,22.33,-35.87,1.00,2,0.09,2,135.00,2,72.00,2
2011,20,1061,22.33,-35.87,0.87,2,0.08,2,29.00,2,34.00,2
2011,20,1200,22.33,-35.87,0.89,2,,4,359.00,2,99.00,2
2011,20,1350,22.33,-35.87,0.82,2,0.14,2,171.00,2,97.00,2
2011,20,1500,22.33,-35.87,,4,0.06,2,,4,24.00,2
2011,20,1625,22.33,-35.87,0.84,2,,4,53.00,2,15.00,2
2011,20,1750,22.33,-35.87,0.84,2,0.08,2,30.00,2,,4
2011,20,1900,22.33,-35.87,0.85,2,0.11,2,,4,32.00,2
2011,20,2100,22.33,-35.87,0.92,2,,4,,4,132.00,2
2011,20,2301,22.33,-35.87,1.01,2,,4,73.00,2,33.00,2
2011,20,2500,22.33,-35.87,1.22,2,0.26,2,105.00,2,82.00,2
2011,20,2700,22.33,-35.87,1.17,2,0.22,2,,4,,4
2011,20,3100,22.33,-35.87,1.27,2,0.24,2,,4,98.00,2
2011,20,3500,22.33,-35.87,1.23,2,,4,,4,51.00,2
2011,20,3900,22.33,-35.87,1.28,2,0.20,2,,4,67.00,2
2011,20,4300,22.33,-35.87,1.37,2,0.26,2,,3,131.00,2
2011,20,4701,22.33,-35.87,1.20,2,0.19,2,269.00,2,87.00,2
2011,20,4900,22.33,-35.87,1.31,2,0.21,2,,4,30.00,2
2011,20,5100,22.33,-35.87,1.31,2,,4,307.00,2,40.00,2
2011,20,5250,22.33,-35.87,1.53,2,,4,,4,45.00,2
2011,20,5391,22.33,-35.87,1.37,2,0.20,2,304.00,2,,4
2011,20,5800,22.33,-35.87,1.37,2,0.19,2,141.00,2,125.00,2
2011,20,2,22.33,-35.87,0.24,2,0.03,2,,4,,4
2011,21,40,20.88,-32.62,0.46,2,0.06,2,,4,0.00,2
2011,21,60,20.88,-32.62,0.55,2,0.08,2,0.00,2,10.00,2
2011,21,100,20.88,-32.62,0.50,6,0.14,2,78.00,2,19.00,2
2011,21,180,20.88,-32.62,0.92,2,0.40,2,,4,10.00,2
2011,21,205,20.88,-32.62,1.08,6,0.45,2,,4,8.00,2
2011,21,286,20.88,-32.62,0.92,2,0.24,2,406.00,2,7.00,2
2011,21,335,20.88,-32.62,1.01,6,0.11,2,,4,155.00,2
2011,21,400,20.88,-32.62,1.13,2,0.22,2,259.00,2,3.00,2
2011,21,500,20.88,-32.62,1.35,6,0.16,2,,4,117.00,2
2011,21,625,20.88,-32.62,1.48,2,0.21,2,,4,100.00,2
2011,21,800,20.88,-32.62,1.45,2,0.35,2,198.00,2,57.00,2
2011,21,1000,20.88,-32.62,1.89,2,0.55,2,0.00,2,5.00,2
2011,22,2,19.43,-29.38,0.28,2,0.09,2,0.00,2,4.00,2
2011,22,51,19.43,-29.38,0.42,2,0.10,2,111.00,2,4.00,2
2011,22,80,19.43,-29.38,0.51,2,0.09,2,102.00,2,6.00,2
2011,22,95,19.43,-29.38,0.35,2,0.09,2,,4,3.00,2
2011,22,125,19.43,-29.38,0.53,2,0.20,2,,4,16.00,2
2011,22,186,19.43,-29.38,0.73,2,0.22,2,19.00,2,41.00,2
2011,22,236,19.43,-29.38,0.86,2,0.18,2,1.00,2,56.00,2
2011,22,285,19.43,-29.38,0.89,2,0.12,2,0.00,2,30.00,2
2011,22,390,19.43,-29.38,0.97,2,0.10,2,141.00,2,,4
2011,22,553,19.43,-29.38,1.19,2,0.10,2,74.00,2,62.00,6
2011,22,665,19.43,-29.38,1.26,2,0.32,2,,4,114.00,2
2011,22,900,19.43,-29.38,1.04,2,0.35,2,,4,103.00,2
2011,22,1200,19.43,-29.38,1.09,2,,4,,4,,4
2011,22,1500,19.43,-29.38,0.89,2,0.13,2,95.00,2,79.00,2
2011,22,1800,19.43,-29.38,0.91,2,,4,28.00,2,75.00,2
2011,22,2100,19.43,-29.38,0.87,2,0.17,2,,3,99.00,2
2011,22,2400,19.43,-29.38,1.00,2,0.24,2,,4,,4
2011,22,2700,19.43,-29.38,1.32,2,,4,,4,,4
2011,22,3000,19.43,-29.38,1.15,2,0.18,2,37.00,2,127.00,2
2011,22,3300,19.43,-29.38,1.39,2,0.25,2,,4,120.00,2
2011,22,3600,19.43,-29.38,1.47,2,,4,238.00,2,113.00,2
2011,22,3900,19.43,-29.38,1.50,2,0.22,2,,4,92.00,2
2011,22,4200,19.43,-29.38,1.57,2,,4,,4,119.00,2
2011,22,4600,19.43,-29.38,1.60,2,0.23,2,,4,81.00,2
2011,22,4985,19.43,-29.38,1.54,2,,4,216.00,2,134.00,2
2011,23,2,18.39,-26.77,0.24,2,0.02,2,0.00,2,0.00,2
2011,23,50,18.39,-26.77,1.15,2,0.13,2,25.00,2,7.00,2
2011,23,78,18.39,-26.77,0.69,2,0.11,2,,4,17.00,2
2011,23,128,18.39,-26.77,0.84,2,0.14,2,217.00,2,10.00,2
2011,23,185,18.39,-26.77,0.93,2,,4,183.00,2,301.00,2
2011,23,235,18.39,-26.77,0.99,2,0.15,2,,4,208.00,2
2011,23,282,18.39,-26.77,1.08,2,0.24,2,137.00,2,145.00,2
2011,23,350,18.39,-26.77,1.26,2,0.18,2,214.00,2,73.00,2
2011,23,401,18.39,-26.77,1.37,2,0.33,2,103.00,2,155.00,2
2011,23,474,18.39,-26.77,1.55,2,0.67,2,,4,99.00,2
2011,23,550,18.39,-26.77,1.61,2,0.33,2,101.00,2,53.00,2
2011,23,750,18.39,-26.77,1.50,2,0.47,2,,4,103.00,2
2011,23,1000,18.39,-26.77,1.30,2,0.40,2,18.00,2,102.00,2
2011,24,2,17.40,-24.50,0.30,2,,5,,4,,4
2011,24,40,17.40,-24.50,0.47,2,,4,178.00,2,13.00,2
2011,24,50,17.40,-24.50,0.52,2,0.04,2,187.00,2,34.00,2
2011,24,71,17.40,-24.50,0.58,2,0.06,2,0.00,2,140.00,2
2011,24,90,17.40,-24.50,0.62,2,0.08,2,6.00,2,77.00,2
2011,24,135,17.40,-24.50,0.83,2,0.22,2,15.00,2,29.00,2
2011,24,185,17.40,-24.50,0.99,2,0.36,2,0.00,2,16.00,2
2011,24,235,17.40,-24.50,1.24,2,0.35,2,306.00,2,121.00,2
2011,24,286,17.40,-24.50,1.29,2,0.43,2,54.00,2,58.00,2
2011,24,451,17.40,-24.50,1.38,2,0.25,2,110.00,2,191.00,2
2011,24,801,17.40,-24.50,1.29,2,,4,183.00,2,76.00,2
2011,24,1099,17.40,-24.50,1.01,2,0.11,2,220.00,2,60.00,2
2011,24,1499,17.40,-24.50,0.85,2,0.08,2,22.00,2,108.00,2
