Year,STNNBR,DEPTH,lat,lon,Hg_total,Hg0,MMHg_fM,DMHg_fM,CTDPRS,CTDTMP,CTDSAL,CTDOXY,TRANSM,FLUORM,SILCAT,NITRAT,NITRIT,PHSPHT
2010,6,91,27.52,-22,0.29,0.09,30,,92,20.3333,36.8778,229.1,4.61,0.071,0.39,0,0,0.01
2010,6,91,27.52,-22,0.29,0.09,30,,92,20.3333,36.8778,229.1,4.61,0.071,0.39,0,0,0.05
2010,6,116,27.52,-22,0.23,0.08,30,,117,19.1374,36.7416,219.2,4.614,0.134,0.39,0,0.06,0.01
2010,6,116,27.52,-22,0.23,0.08,30,,117,19.1374,36.7416,219.2,4.614,0.134,0.49,0,0.06,0.01
2010,6,135,27.52,-22,0.23,0.1,30,,136,18.4804,36.6429,213.1,4.6272,0.082,0.68,0.53,0.03,0.03
2010,6,135,27.52,-22,0.23,0.1,30,,136,18.4804,36.6429,213.1,4.6272,0.082,0.68,0.52,0.03,0.03
2010,6,186,27.52,-22,0.26,0.14,,29,187,17.739,36.5591,198.5,4.6457,0.01,1.17,3.67,0.01,0.21
2010,6,186,27.52,-22,0.26,0.14,,29,187,17.739,36.5591,198.5,4.6457,0.01,1.07,3.64,0.01,0.22
2010,6,302,27.52,-22,0.41,0.19,49,,304,15.5145,36.1537,197.2,4.6508,0.006,2.34,7.22,0,0.43
2010,6,302,27.52,-22,0.41,0.19,49,,304,15.5145,36.1537,197.2,4.6508,0.006,2.34,7.19,0,0.43
2010,6,401,27.52,-22,0.59,0.2,58,,404,13.7892,35.8807,193.9,4.6557,0,3.61,10.22,0,0.62
2010,6,401,27.52,-22,0.59,0.2,58,,404,13.7892,35.8807,193.9,4.6557,0,3.61,10.21,0,0.62
2010,6,602,27.52,-22,0.65,0.37,49,,607,11.524,35.5895,162.3,4.6607,0.003,8,18.15,0,1.12
2010,6,602,27.52,-22,0.65,0.37,49,,607,11.524,35.5895,162.3,4.6607,0.003,7.9,18.12,0,1.13
2010,6,801,27.52,-22,0.7,0.39,37,,808,9.5606,35.4195,150.7,4.6665,0.004,13.27,22.93,0,1.47
2010,6,801,27.52,-22,0.7,0.39,37,,808,9.5606,35.4195,150.7,4.6665,0.004,13.17,22.85,0,1.46
2010,6,1003,27.52,-22,0.71,0.35,,,1013,8.1803,35.3717,160.1,4.6692,0.004,15.51,22.84,0,1.5
2010,6,1003,27.52,-22,0.71,0.35,,,1013,8.1803,35.3717,160.1,4.6692,0.004,15.51,22.85,0,1.5
2010,6,1202,27.52,-22,0.66,0.32,51,,1214,7.7406,35.4628,176.5,4.6716,0.004,15.32,20.99,0,1.39
2010,6,1202,27.52,-22,0.66,0.32,51,,1214,7.7406,35.4628,176.5,4.6716,0.004,15.41,20.95,0,1.39
2010,7,35,24,-22,0.47,0.05,20,,35,25.5905,36.7807,207.55,4.5981,0.0435,0.58,0,0,0.09
2010,7,35,24,-22,0.47,0.05,20,,35,25.5905,36.7807,207.55,4.5981,0.0435,0.49,0,0,0.09
2010,7,46,24,-22,0.3,0.07,22,,46,24.9641,37.0337,217,4.5962,0.062,0.49,0,0,0.06
2010,7,46,24,-22,0.3,0.07,22,,46,24.9641,37.0337,217,4.5962,0.062,0.58,0,0,0.06
2010,7,71,24,-22,0.26,0.07,23,,71,22.21075,36.8736,200.55,4.58865,0.216,0.78,0.19,0.05,0.1
2010,7,71,24,-22,0.26,0.07,23,,71,22.21075,36.8736,200.55,4.58865,0.216,0.78,0.19,0.05,0.1
2010,7,151,24,-22,0.41,0.18,36,,152,17.2526,36.24815,104.8,4.6384,0.0095,4.78,15.37,0.02,0.96
2010,7,151,24,-22,0.41,0.18,36,,152,17.2526,36.24815,104.8,4.6384,0.0095,4.68,15.32,0.01,0.96
2010,7,201,24,-22,0.44,0.21,42,,202,16.46075,36.218,118.4,4.6406,0.006,5.07,15.15,0.01,0.93
2010,7,201,24,-22,0.44,0.21,42,,202,16.46075,36.218,118.4,4.6406,0.006,4.97,15.15,0.01,0.94
2010,7,351,24,-22,0.55,0.25,48,,354,14.20805,35.91235,133.2,4.65095,0.0045,5.75,16.33,0.01,0.98
2010,7,351,24,-22,0.55,0.25,48,,354,14.20805,35.91235,133.2,4.65095,0.0045,5.66,16.31,0.01,0.98
2010,7,398,24,-22,0.46,0.28,,,401,13.67705,35.8521,146.9,4.6524,0.0045,5.85,15.95,0.01,0.97
2010,7,398,24,-22,0.46,0.28,,,401,13.67705,35.8521,146.9,4.6524,0.0045,5.95,15.93,0.01,0.97
2010,7,451,24,-22,0.69,0.38,55,,454.5,12.46145,35.62315,99.55,4.64895,0.0055,8.97,22.35,0.01,1.35
2010,7,451,24,-22,0.69,0.38,55,,454.5,12.46145,35.62315,99.55,4.64895,0.0055,8.88,22,0.01,1.34
2010,7,501,24,-22,0.65,0.36,60,,505,12.04935,35.6108,127.75,4.6549,0.0045,8.78,20.51,0.01,1.25
2010,7,501,24,-22,0.65,0.36,60,,505,12.04935,35.6108,127.75,4.6549,0.0045,8.78,20.51,0.01,1.26
2010,7,751,24,-22,0.8,0.44,52,,758,8.71755,35.18775,105.6,4.6628,0.005,17.56,29.18,0,1.87
2010,7,751,24,-22,0.8,0.44,52,,758,8.71755,35.18775,105.6,4.6628,0.005,17.47,29.11,0,1.87
2010,7,1001,24,-22,0.6,0.39,42,,1010.5,7.2479,35.153,142.9,4.6696,0.005,19.51,26.45,0,1.76
2010,7,1001,24,-22,0.6,0.39,42,,1010.5,7.2479,35.153,142.9,4.6696,0.005,19.71,26.38,0,1.78
2010,7,1201,24,-22,0.51,0.34,,,1213,6.77545,35.24005,168.6,4.6717,0.004,19.03,23.59,0.01,1.57
2010,7,1201,24,-22,0.51,0.34,,,1213,6.77545,35.24005,168.6,4.6717,0.004,18.83,23.62,0,1.56
2010,7,1499,24,-22,0.6,0.32,39,,1515,5.4962,35.1771,198.6,4.6753,0.004,20.88,21.87,0,1.52
2010,7,1499,24,-22,0.6,0.32,39,,1515,5.4962,35.1771,198.6,4.6753,0.004,20.29,21.98,0,1.5
2010,7,1750,24,-22,0.54,0.29,32,,1770,4.6759,35.1192,212.3,4.6764,0.005,24,21.34,0,1.46
2010,7,1750,24,-22,0.54,0.29,32,,1770,4.6759,35.1192,212.3,4.6764,0.005,23.91,21.36,0,1.47
2010,7,1999,24,-22,0.55,0.28,32,,2023,4.009,35.0528,223.1,4.6777,0.004,27.03,21.11,0,1.46
2010,7,1999,24,-22,0.55,0.28,32,,2023,4.009,35.0528,223.1,4.6777,0.004,26.83,21.12,0,1.46
2010,7,2248,24,-22,0.76,0.24,,,2277,3.5872,35.0132,229.3,4.6788,0.004,28.59,21.01,0,1.45
2010,7,2248,24,-22,0.76,0.24,,,2277,3.5872,35.0132,229.3,4.6788,0.004,28.59,20.94,0,1.46
2010,7,2499,24,-22,0.72,0.26,24,,2532.5,3.25075,34.98255,233.65,4.6789,0.0045,31.52,20.85,0,1.45
2010,7,2499,24,-22,0.72,0.26,24,,2532.5,3.25075,34.98255,233.65,4.6789,0.0045,31.62,20.91,0,1.45
2010,7,2749,24,-22,1.01,0.3,,,2788,2.9848,34.9573,235.4,4.6794,0.005,35.33,21.04,0,1.46
2010,7,2749,24,-22,1.01,0.3,,,2788,2.9848,34.9573,235.4,4.6794,0.005,34.74,21,0,1.47
2010,7,2998,24,-22,0.77,0.33,20,,3042,2.7716,34.9378,237.8,4.68,0.004,37.67,21.07,0,1.48
2010,7,2998,24,-22,0.77,0.33,20,,3042,2.7716,34.9378,237.8,4.68,0.004,37.67,21.14,0,1.47
2010,7,3248,24,-22,0.74,0.34,24,174,3297,2.6195,34.9233,240.7,4.6808,0.004,40.21,21.3,0,1.48
2010,7,3248,24,-22,0.74,0.34,24,174,3297,2.6195,34.9233,240.7,4.6808,0.004,40.5,21.31,0,1.47
2010,7,3498,24,-22,0.89,0.35,,,3553,2.5028,34.9101,240.3,4.6812,0.004,43.04,21.62,0,1.5
2010,7,3498,24,-22,0.89,0.35,,,3553,2.5028,34.9101,240.3,4.6812,0.004,42.84,21.63,0.01,1.5
2010,7,3827,24,-22,0.74,0.35,29,,3891,2.4058,34.8976,243.2,4.6813,0.004,44.31,21.53,0,1.5
2010,7,3827,24,-22,0.74,0.35,29,,3891,2.4058,34.8976,243.2,4.6813,0.004,44.21,21.54,0.01,1.5
2010,7,4157,24,-22,0.81,0.34,19,59,4229,2.3647,34.8894,244.2,4.6813,0.004,46.26,21.69,0.01,1.51
2010,7,4157,24,-22,0.81,0.34,19,59,4229,2.3647,34.8894,244.2,4.6813,0.004,46.45,21.77,0,1.52
2010,7,4496,24,-22,,0.33,20,112,4578,2.3853,34.8866,244,4.6792,0.004,46.94,21.77,0,1.51
2010,7,4496,24,-22,,0.33,20,112,4578,2.3853,34.8866,244,4.6792,0.004,47.43,21.75,0,1.5
2010,8,35,21,-22,0.85,0.06,23,,35,26.1932,36.8235,203,4.5954,0.044,0.58,0.01,0,0.05
2010,8,35,21,-22,0.85,0.06,23,,35,26.1932,36.8235,203,4.5954,0.044,0.49,0.01,0,0.04
2010,8,56,21,-22,0.49,0.04,20,,56,24.0994,37.1594,220.4,4.5895,0.073,0.49,0,0,0.02
2010,8,56,21,-22,0.49,0.04,20,,56,24.0994,37.1594,220.4,4.5895,0.073,0.58,0,0,0.01
2010,8,91,21,-22,0.78,0.06,,,92,20.967,36.9269,173.2,4.6128,0.152,0.88,0.57,0.18,0.15
2010,8,91,21,-22,0.78,0.06,,,92,20.967,36.9269,173.2,4.6128,0.152,0.97,0.6,0.18,0.14
2010,8,111,21,-22,0.63,0.15,39,,112,19.387,36.6914,150.9,4.6296,0.067,1.46,3.85,0.08,0.3
2010,8,111,21,-22,0.63,0.15,39,,112,19.387,36.6914,150.9,4.6296,0.067,1.36,4.06,0.08,0.3
2010,8,135,21,-22,0.46,0.16,39,,136,17.979,36.5086,132,4.6385,0.026,3.02,10.74,0.02,0.68
2010,8,135,21,-22,0.46,0.16,39,,136,17.979,36.5086,132,4.6385,0.026,3.02,10.66,0.02,0.67
2010,8,186,21,-22,0.62,0.17,41,,187,16.7762,36.3492,144.6,4.6471,0.004,3.41,11.08,0.01,0.67
2010,8,186,21,-22,0.62,0.17,41,,187,16.7762,36.3492,144.6,4.6471,0.004,3.31,11.05,0.01,0.68
2010,8,236,21,-22,0.57,0.21,54,,238,15.4882,36.1097,128.3,4.6485,0.004,4.48,13.51,0.01,0.82
2010,8,236,21,-22,0.57,0.21,54,,238,15.4882,36.1097,128.3,4.6485,0.004,4.48,13.46,0.01,0.82
2010,8,285,21,-22,0.78,0.21,,,287,14.5673,35.9633,129.8,4.6498,0.004,5.46,15.84,0,0.96
2010,8,285,21,-22,0.78,0.21,,,287,14.5673,35.9633,129.8,4.6498,0.004,5.27,15.81,0.01,0.96
2010,8,421,21,-22,0.72,0.34,66,,424,12.3917,35.6479,115.7,4.6514,0.005,8.29,21.03,0,1.27
2010,8,421,21,-22,0.72,0.34,66,,424,12.3917,35.6479,115.7,4.6514,0.005,8.29,20.85,0,1.26
2010,8,666,21,-22,0.83,0.43,93,,672,8.8713,35.1683,93.3,4.6629,0.006,17.17,30.23,0,1.91
2010,8,666,21,-22,0.83,0.43,93,,672,8.8713,35.1683,93.3,4.6629,0.006,17.17,30.16,0,1.91
2010,8,965,21,-22,0.71,0.34,,,974,6.6138,35.0222,135.6,4.6703,0.005,21.76,28.71,0,1.92
2010,8,965,21,-22,0.71,0.34,,,974,6.6138,35.0222,135.6,4.6703,0.005,21.57,28.76,0,1.92
2010,8,1200,21,-22,0.58,0.34,39,,1212,6.0111,35.1071,169.4,4.6737,0.005,20.39,25.03,0,1.69
2010,8,1200,21,-22,0.58,0.34,39,,1212,6.0111,35.1071,169.4,4.6737,0.005,20.3,24.97,0,1.68
2010,9,28,17.35,-18.25,0.58,0.09,17,14,28,27.94185,35.766,199.05,4.5831,0.0425,0.88,0,0,0.04
2010,9,28,17.35,-18.25,0.58,0.09,17,14,28,27.94185,35.766,199.05,4.5831,0.0425,0.98,0,0,0.03
2010,9,49,17.35,-18.25,,0.11,23,,49,19.7874,36.0085,132.05,4.5257,0.3835,2.44,5.55,0.36,0.7
2010,9,49,17.35,-18.25,,0.11,23,,49,19.7874,36.0085,132.05,4.5257,0.3835,2.54,5.47,0.35,0.68
2010,9,89,17.35,-18.25,0.66,0.24,20,,89,15.50455,35.69895,52.6,4.627,0.075,6.92,23.28,0.03,1.52
2010,9,89,17.35,-18.25,0.66,0.24,20,,89,15.50455,35.69895,52.6,4.627,0.075,6.92,23.29,0.03,1.52
2010,9,109,17.35,-18.25,0.81,0.31,35,,110,14.93615,35.69635,59.7,4.63565,0.026,7.31,23.5,0.02,1.51
2010,9,109,17.35,-18.25,0.81,0.31,35,,110,14.93615,35.69635,59.7,4.63565,0.026,7.61,23.55,0.01,1.51
2010,9,135,17.35,-18.25,0.72,0.39,41,,136,14.12645,35.5779,65.2,4.64065,0.008,8.19,24.39,0,1.57
2010,9,135,17.35,-18.25,0.72,0.39,41,,136,14.12645,35.5779,65.2,4.64065,0.008,8.19,24.43,0,1.57
2010,9,185,17.35,-18.25,0.78,0.42,,,186,13.3025,35.49355,61.85,4.64245,0.0065,9.17,25.87,0,1.64
2010,9,185,17.35,-18.25,0.78,0.42,,,186,13.3025,35.49355,61.85,4.64245,0.0065,9.17,25.91,0,1.64
2010,9,221,17.35,-18.25,1.27,0.44,,,223,12.86725,35.4652,58.7,4.39475,0.0075,9.66,26.75,0,1.68
2010,9,221,17.35,-18.25,1.27,0.44,,,223,12.86725,35.4652,58.7,4.39475,0.0075,9.95,26.73,0,1.68
2010,9,285,17.35,-18.25,1.02,0.48,,,287,12.08775,35.3977,50.65,4.6436,0.009,11.12,28.91,0,1.78
2010,9,285,17.35,-18.25,1.02,0.48,,,287,12.08775,35.3977,50.65,4.6436,0.009,11.02,28.88,0,1.77
2010,9,361,17.35,-18.25,1.02,0.55,80,15,364,11.3024,35.3313,44.4,4.64925,0.0095,12.49,31.53,0,1.92
2010,9,361,17.35,-18.25,1.02,0.55,80,15,364,11.3024,35.3313,44.4,4.64925,0.0095,12.68,31.55,0,1.93
2010,9,665,17.35,-18.25,1.05,0.56,54,,671,8.38155,35.03815,71.5,4.6606,0.007,19.32,34.1,0,2.17
2010,9,665,17.35,-18.25,1.05,0.56,54,,671,8.38155,35.03815,71.5,4.6606,0.007,19.13,34.12,0,2.17
2010,9,797,17.36,-18.25,0.81,0.54,38,,804,7.2723,34.93755,87.3,4.6641,0.007,22.35,34.37,0,2.22
2010,9,797,17.36,-18.25,0.81,0.54,38,,804,7.2723,34.93755,87.3,4.6641,0.007,22.25,33.97,0,2.21
2010,9,965,17.35,-18.25,0.94,0.48,,,974,6.32705,34.91415,111.95,4.6661,0.007,24.69,32.39,0,2.15
2010,9,965,17.35,-18.25,0.94,0.48,,,974,6.32705,34.91415,111.95,4.6661,0.007,24.4,32.28,0,2.15
2010,9,1095,17.36,-18.25,0.41,0.46,36,,1106,5.79715,34.945,136.35,4.66765,0.006,23.52,29.63,0,1.97
2010,9,1095,17.36,-18.25,0.41,0.46,36,,1106,5.79715,34.945,136.35,4.66765,0.006,23.42,29.66,0,1.98
2010,9,1200,17.35,-18.25,0.42,0.42,33,,1212,5.40555,34.96435,152.6,4.66705,0.0065,24.01,28.08,0,1.91
2010,9,1200,17.35,-18.25,0.42,0.42,33,,1212,5.40555,34.96435,152.6,4.66705,0.0065,24.2,28.04,0,1.91
2010,9,1236,17.36,-18.25,0.43,0.39,,,1249,5.2596,34.9728,158.8,4.6673,0.006,23.71,27.56,0,1.85
2010,9,1236,17.36,-18.25,0.43,0.39,,,1249,5.2596,34.9728,158.8,4.6673,0.006,23.52,27.59,0,1.85
2010,9,1385,17.36,-18.25,0.42,0.33,,,1400,4.7881,34.9877,179.8,4.6687,0.006,23.32,25.4,0,1.73
2010,9,1385,17.36,-18.25,0.42,0.33,,,1400,4.7881,34.9877,179.8,4.6687,0.006,23.52,25.42,0,1.73
2010,9,1538,17.36,-18.25,0.57,0.37,37,,1555,4.3527,34.9858,199.3,4.6701,0.006,23.13,24,0,1.63
2010,9,1538,17.36,-18.25,0.57,0.37,37,,1555,4.3527,34.9858,199.3,4.6701,0.006,23.32,23.99,0,1.63
2010,9,1787,17.36,-18.25,0.95,0.35,,,1808,3.9204,34.9795,215,4.6728,0.006,24.4,22.55,0,1.54
2010,9,1787,17.36,-18.25,0.95,0.35,,,1808,3.9204,34.9795,215,4.6728,0.006,24.2,22.56,0,1.54
2010,9,1883,17.36,-18.25,0.79,,25,,1905,3.7679,34.9755,219.8,4.6728,0.005,24.59,22.2,0,1.51
2010,9,1883,17.36,-18.25,0.79,,25,,1905,3.7679,34.9755,219.8,4.6728,0.005,24.88,22.21,0,1.52
2010,9,2088,17.36,-18.25,0.76,,,,2114,3.4907,34.9674,226.7,4.674,0.005,27.23,21.75,0,1.49
2010,9,2088,17.36,-18.25,0.76,,,,2114,3.4907,34.9674,226.7,4.674,0.005,27.03,21.75,0,1.49
2010,9,2294,17.36,-18.25,,0.31,20,,2324,3.2608,34.957,230.7,4.6751,0.005,29.28,21.6,0,1.47
2010,9,2294,17.36,-18.25,,0.31,20,,2324,3.2608,34.957,230.7,4.6751,0.005,29.18,21.57,0,1.47
2010,9,2585,17.36,-18.25,,0.3,,,2620,3.0133,34.9437,232.5,4.675,0.006,33.28,21.54,0,1.47
2010,9,2585,17.36,-18.25,,0.3,,,2620,3.0133,34.9437,232.5,4.675,0.006,32.98,21.52,0,1.48
2010,9,2900,17.36,-18.25,,0.32,,,2942,2.7748,34.9289,228.9,4.6692,0.007,38.65,21.8,0,1.52
2010,9,2900,17.36,-18.25,,0.32,,,2942,2.7748,34.9289,228.9,4.6692,0.007,38.55,21.8,0,1.51
2010,9,2999,17.36,-18.25,,0.31,,,3043,2.6959,34.9234,222.4,4.6398,0.009,41.67,22.05,0,1.54
2010,9,2999,17.36,-18.25,,0.31,,,3043,2.6959,34.9234,222.4,4.6398,0.009,41.87,21.99,0,1.53
2010,10,32,17.35,-20.82,0.84,0.08,19,27,32,27.0735,36.27185,201.5,4.5851,0.05,0.39,0,0.01,0.04
2010,10,32,17.35,-20.82,0.84,0.08,19,27,32,27.0735,36.27185,201.5,4.5851,0.05,0.49,0.01,0,0.03
2010,10,51,17.35,-20.82,0.47,0.12,18,,51,19.56015,36.12005,125.65,4.54585,0.3435,3.9,16.03,0.44,1.13
2010,10,51,17.35,-20.82,0.47,0.12,18,,51,19.56015,36.12005,125.65,4.54585,0.3435,4,16.26,0.44,1.17
2010,10,85,17.35,-20.82,1.22,0.3,41,,85,15.45935,35.6939,59.65,4.6267,0.089,6.83,24.72,0.03,1.53
2010,10,85,17.35,-20.82,1.22,0.3,41,,85,15.45935,35.6939,59.65,4.6267,0.089,6.93,24.64,0.03,1.52
2010,10,101,17.35,-20.82,1.17,0.13,,52,102,14.65485,35.6018,61.95,4.63625,0.0465,7.61,25.09,0.02,1.56
2010,10,101,17.35,-20.82,1.17,0.13,,52,102,14.65485,35.6018,61.95,4.63625,0.0465,7.8,25.14,0.02,1.56
2010,10,141,17.35,-20.82,0.88,0.14,,,142,14.0325,35.6152,74.15,4.64375,0.0075,8.39,24.56,0.01,1.53
2010,10,141,17.35,-20.82,0.88,0.14,,,142,14.0325,35.6152,74.15,4.64375,0.0075,8.29,24.48,0.01,1.52
2010,10,186,17.35,-20.82,1.16,0.46,33,79,187,12.93905,35.41515,75.3,4.645,0.0075,9.27,25.77,0.01,1.61
2010,10,186,17.35,-20.82,1.16,0.46,33,79,187,12.93905,35.41515,75.3,4.645,0.0075,9.27,25.78,0.01,1.62
2010,10,235,17.35,-20.82,1.19,0.53,54,,237,12.5862,35.41865,71.2,4.6465,0.0065,9.76,26.57,0,1.65
2010,10,235,17.35,-20.82,1.19,0.53,54,,237,12.5862,35.41865,71.2,4.6465,0.0065,9.66,26.52,0.01,1.65
2010,10,291,17.35,-20.82,1.23,0.55,84,,293,12.03755,35.3901,59.15,4.64605,0.009,10.93,28.9,0.01,1.77
2010,10,291,17.35,-20.82,1.23,0.55,84,,293,12.03755,35.3901,59.15,4.64605,0.009,10.83,28.93,0.01,1.76
2010,10,421,17.35,-20.82,1.2,0.64,56,,424,10.68465,35.26465,52.9,4.652,0.007,13.66,32.35,0,1.97
2010,10,421,17.35,-20.82,1.2,0.64,56,,424,10.68465,35.26465,52.9,4.652,0.007,13.85,32.28,0,1.96
2010,10,499,17.35,-20.82,0.99,0.6,47,,503,9.8256,35.16605,56,4.65585,0.008,15.51,33.51,0,2.09
2010,10,499,17.35,-20.82,0.99,0.6,47,,503,9.8256,35.16605,56,4.65585,0.008,15.81,33.49,0,2.06
2010,10,665,17.35,-20.82,0.86,0.58,38,,671,8.2156,35.0084,70.55,4.66215,0.008,19.81,34.84,0,2.33
2010,10,665,17.35,-20.82,0.86,0.58,38,,671,8.2156,35.0084,70.55,4.66215,0.008,20.3,34.83,0,2.28
2010,10,800,17.35,-20.82,0.79,0.58,35,,807,7.07475,34.9084,88.15,4.6658,0.007,22.93,34.73,0,2.28
2010,10,800,17.35,-20.82,0.79,0.58,35,,807,7.07475,34.9084,88.15,4.6658,0.007,22.84,34.65,0,2.27
2010,10,964,17.35,-20.83,0.84,0.48,31,,973,6.2476,34.9183,119,4.6678,0.007,23.91,32.23,0,2.14
2010,10,964,17.35,-20.83,0.84,0.48,31,,973,6.2476,34.9183,119,4.6678,0.007,23.62,32.24,0,2.14
2010,10,1100,17.35,-20.83,1.15,0.44,35,,1111,5.8481,34.9598,140,4.669,0.007,23.42,29.74,0,1.98
2010,10,1100,17.35,-20.83,1.15,0.44,35,,1111,5.8481,34.9598,140,4.669,0.007,23.71,29.8,0,1.99
2010,10,1249,17.35,-20.83,1.06,0.35,31,,1262,5.416,34.9878,159.7,4.6703,0.006,23.42,27.63,0,1.85
2010,10,1249,17.35,-20.83,1.06,0.35,31,,1262,5.416,34.9878,159.7,4.6703,0.006,23.23,27.67,0,1.86
