Year,STNNBR,DEPTH,lat,lon,Hg_total,Hg0,MMHg_fM,DMHg_fM,CTDPRS,CTDTMP,CTDSAL,CTDOXY,TRANSM,FLUORM,SILCAT,NITRAT,NITRIT,PHSPHT,HgP_pmol_ug,HgP_flag,MMHgP_pmol_ug,MMHgP_flag,POC_ugram_L,POC_sink_flag,POC_susp_flag
2010,10,421,17.35,-20.82,1.2,0.64,56,,424,10.68465,35.26465,52.9,4.652,0.007,13.85,32.28,0,1.96,,2,,2,0.5523,1,1
2010,10,665,17.35,-20.82,0.86,0.58,38,,671,8.2156,35.0084,70.55,4.66215,0.008,19.81,34.84,0,2.33,0.002107724,2,0.464753064,2,2.5908,1,1
2010,10,665,17.35,-20.82,0.86,0.58,38,,671,8.2156,35.0084,70.55,4.66215,0.008,20.3,34.83,0,2.28,0.002107724,2,0.464753064,2,2.5908,1,1
2010,10,800,17.35,-20.82,0.79,0.58,35,,807,7.07475,34.9084,88.15,4.6658,0.007,22.93,34.73,0,2.28,,2,,2,,1,1
2010,10,800,17.35,-20.82,0.79,0.58,35,,807,7.07475,34.9084,88.15,4.6658,0.007,22.84,34.65,0,2.27,,2,,2,,1,1
2010,10,964,17.35,-20.83,0.84,0.48,31,,973,6.2476,34.9183,119,4.6678,0.007,23.91,32.23,0,2.14,,4,0.470562043,2,1.6355,8,1
2010,10,964,17.35,-20.83,0.84,0.48,31,,973,6.2476,34.9183,119,4.6678,0.007,23.62,32.24,0,2.14,,4,0.470562043,2,1.6355,8,1
2010,10,1498,17.35,-20.83,0.63,0.36,31,,1514,4.6415,35.0075,192,4.6728,0.006,23.13,24.43,0,1.65,,2,,4,,1,1
2010,10,1498,17.35,-20.83,0.63,0.36,31,,1514,4.6415,35.0075,192,4.6728,0.006,23.32,24.43,0,1.66,,2,,4,,1,1
2010,10,1999,17.35,-20.83,0.99,0.33,31,53,2023,3.6679,34.9782,223.5,4.6748,0.005,26.06,21.9,0,1.48,,4,0.094412277,2,1.347,8,1
2010,10,1999,17.35,-20.83,0.99,0.33,31,53,2023,3.6679,34.9782,223.5,4.6748,0.005,26.25,21.89,0,1.47,,4,0.094412277,2,1.347,8,1
2010,10,2999,17.35,-20.83,1.05,0.32,26,,3043,2.7259,34.9272,236.6,4.6777,0.005,37.96,21.53,0,1.46,,2,,4,,1,1
2010,10,2999,17.35,-20.83,1.05,0.32,26,,3043,2.7259,34.9272,236.6,4.6777,0.005,37.96,21.51,0,1.46,,2,,4,,1,1
2010,11,30,17.35,-22.78,0.8,0.06,21,,30,27.1003,36.2209,202,4.59345,0.0355,0.39,0.01,0,0.05,0.000874175,6,0.012588121,2,29.541,1,1
2010,11,30,17.35,-22.78,0.8,0.06,21,,30,27.1003,36.2209,202,4.59345,0.0355,0.29,0,0,0.04,0.000874175,6,0.012588121,2,29.541,1,1
2010,11,62,17.35,-22.78,0.81,0.04,17,79,62,21.086,36.6912,168.25,4.57065,0.3005,1.17,1.77,0.26,0.25,0.000703363,2,0.004923544,2,15.4087,1,1
2010,11,62,17.35,-22.78,0.81,0.04,17,79,62,21.086,36.6912,168.25,4.57065,0.3005,1.27,1.82,0.27,0.26,0.000703363,2,0.004923544,2,15.4087,1,1
2010,11,85,17.35,-22.78,0.74,0.18,29,,85,18.44495,36.37305,108.95,4.61775,0.1185,3.22,13.61,0.05,0.85,0.001055347,2,,4,8.1559,1,1
2010,11,85,17.35,-22.78,0.74,0.18,29,,85,18.44495,36.37305,108.95,4.61775,0.1185,3.22,13.46,0.05,0.84,0.001055347,2,,4,8.1559,1,1
2010,11,136,17.35,-22.78,0.62,0.26,41,388,137,16.20615,36.12745,98.4,4.6419,0.0155,5.07,17.81,0,1.07,,2,0.132720418,2,4.4918,1,1
2010,11,136,17.35,-22.78,0.62,0.26,41,388,137,16.20615,36.12745,98.4,4.6419,0.0155,5.17,17.76,0,1.07,,2,0.132720418,2,4.4918,1,1
2010,11,180,17.35,-22.78,0.74,0.31,48,310,181,15.06015,35.9414,91.4,4.64735,0.0025,6.14,19.55,0,1.17,,2,,2,,1,1
2010,11,180,17.35,-22.78,0.74,0.31,48,310,181,15.06015,35.9414,91.4,4.64735,0.0025,6.05,19.5,0,1.17,,2,,2,,1,1
2010,11,250,17.35,-22.78,0.89,0.46,63,160,252,13.7989,35.75225,87.85,4.64985,0.004,7.9,22.71,0,1.36,0.003091407,2,0.091711733,2,3.0354,1,1
2010,11,250,17.35,-22.78,0.89,0.46,63,160,252,13.7989,35.75225,87.85,4.64985,0.004,7.7,22.64,0,1.36,0.003091407,2,0.091711733,2,3.0354,1,1
2010,11,450,17.35,-22.78,0.71,0.35,140,26,454,10.47405,35.29465,74.65,4.65695,0.0065,13.56,29.86,0,1.81,0.001062336,2,0.3240124,2,2.4586,1,1
2010,11,450,17.35,-22.78,0.71,0.35,140,26,454,10.47405,35.29465,74.65,4.65695,0.0065,13.66,29.83,0,1.81,0.001062336,2,0.3240124,2,2.4586,1,1
2010,11,600,17.35,-22.78,0.69,0.61,64,,605,8.7052,35.09045,83.55,4.663,0.006,18.25,32.4,0,2.04,0.002495748,2,0.133522511,2,2.2157,1,1
2010,11,600,17.35,-22.78,0.69,0.61,64,,605,8.7052,35.09045,83.55,4.663,0.006,18.34,32.19,0,2.04,0.002495748,2,0.133522511,2,2.2157,1,1
2010,11,801,17.35,-22.78,1.16,0.54,,,808,7.0315,34.9365,103.55,4.6666,0.006,22.15,32.78,0,2.12,,2,,2,,1,1
2010,11,801,17.35,-22.78,1.16,0.54,,,808,7.0315,34.9365,103.55,4.6666,0.006,22.05,32.67,0,2.12,,2,,2,,1,1
2010,11,1499,17.35,-22.78,0.98,0.29,54,,1515,4.715,35.0247,192.7,4.6752,0.005,23.42,23.9,0,1.63,,2,,2,,1,1
2010,11,1499,17.35,-22.78,0.98,0.29,54,,1515,4.715,35.0247,192.7,4.6752,0.005,23.32,23.94,0,1.62,,2,,2,,1,1
2010,11,1998,17.35,-22.78,0.7,0.29,,,2022,3.594,34.9787,226.1,4.6775,0.006,26.45,21.46,0,1.46,0.001468934,2,,4,1.061,8,1
2010,11,1998,17.35,-22.78,0.7,0.29,,,2022,3.594,34.9787,226.1,4.6775,0.006,26.54,21.5,0,1.47,0.001468934,2,,4,1.061,8,1
2010,11,2499,17.35,-22.78,1.26,0.17,20,70,2533,3.054,34.9499,238.2,4.6789,0.005,31.62,20.94,0,1.43,,6,,4,,1,1
2010,11,2499,17.35,-22.78,1.26,0.17,20,70,2533,3.054,34.9499,238.2,4.6789,0.005,31.72,20.92,0,1.43,,6,,4,,1,1
2010,11,2998,17.35,-22.78,,0.35,29,,3042,2.7265,34.9284,241.3,4.6797,0.005,37.28,21.06,0,1.44,0.00173794,2,0.185959534,2,0.6993,8,1
2010,11,2998,17.35,-22.78,,0.35,29,,3042,2.7265,34.9284,241.3,4.6797,0.005,36.99,21.07,0,1.43,0.00173794,2,0.185959534,2,0.6993,8,1
2010,11,3198,17.35,-22.78,,0.34,22,,3246,2.6168,34.9193,240.1,4.6778,0.005,40.4,21.29,0,1.45,0.001811286,2,0.068828859,2,0.806,8,1
2010,11,3198,17.35,-22.78,,0.34,22,,3246,2.6168,34.9193,240.1,4.6778,0.005,39.91,21.28,0,1.44,0.001811286,2,0.068828859,2,0.806,8,1
2010,11,3298,17.35,-22.78,,0.24,,105,3349,2.5616,34.9137,238.2,4.6759,0.005,41.87,21.57,0,1.46,0.002225261,2,0.061194676,2,1.5539,8,1
2010,11,3298,17.35,-22.78,,0.24,,105,3349,2.5616,34.9137,238.2,4.6759,0.005,41.57,21.56,0,1.46,0.002225261,2,0.061194676,2,1.5539,8,1
2010,12,38,17.4,-24.5,0.2,0.04,40,104,38,26.64765,36.92185,203.75,4.593,0.0615,0.39,0,0,0.02,0.001297329,2,,4,11.2535,1,1
2010,12,38,17.4,-24.5,0.2,0.04,40,104,38,26.64765,36.92185,203.75,4.593,0.0615,0.39,0,0,0.02,0.001271475,2,,4,17.7161,1,1
2010,12,38,17.4,-24.5,0.2,0.04,40,104,38,26.64765,36.92185,203.75,4.593,0.0615,0.29,0,0,0.02,0.001297329,2,,4,11.2535,1,1
2010,12,38,17.4,-24.5,0.2,0.04,40,104,38,26.64765,36.92185,203.75,4.593,0.0615,0.29,0,0,0.02,0.001271475,2,,4,17.7161,1,1
2010,12,72,17.4,-24.5,0.8,0.07,,,72,22.4051,36.8213,181.65,4.58995,0.2285,0.88,1.74,0.2,0.22,0.001206368,2,0.001608491,2,11.2375,1,1
2010,12,72,17.4,-24.5,0.8,0.07,,,72,22.4051,36.8213,181.65,4.58995,0.2285,0.78,1.71,0.2,0.22,0.001206368,2,0.001608491,2,11.2375,1,1
2010,12,90,17.4,-24.5,0.9,0.1,,,90.5,20.8353,36.738,156.575,4.615175,0.12375,1.46,5.94,0.08,0.43,0.00153024,2,0.069880952,2,8.3799,1,1
2010,12,90,17.4,-24.5,0.9,0.1,,,90.5,20.8353,36.738,156.575,4.615175,0.12375,1.56,6,0.08,0.43,0.00153024,2,0.069880952,2,8.3799,1,1
2010,12,135,17.4,-24.5,0.73,0.17,46,,136,18.43445,36.58905,147.1,4.6388,0.0395,2.34,9.28,0.02,0.56,,2,,2,,1,1
2010,12,135,17.4,-24.5,0.73,0.17,46,,136,18.43445,36.58905,147.1,4.6388,0.0395,2.34,9.23,0.02,0.57,,2,,2,,1,1
2010,12,185,17.4,-24.5,0.59,,,,186,16.2494,36.1759,114.45,4.6467,0.004,-999,-999,-999,-999,0.00383539,2,,4,3.1127,1,1
2010,12,185,17.4,-24.5,0.59,,,,186,16.2494,36.1759,114.45,4.6467,0.004,-999,-999,-999,-999,0.004389902,2,0.024144463,2,3.6105,1,1
2010,12,185,17.4,-24.5,0.59,,,,186,16.2494,36.1759,114.45,4.6467,0.004,4.97,16.73,0,1,0.00383539,2,,4,3.1127,1,1
2010,12,185,17.4,-24.5,0.59,,,,186,16.2494,36.1759,114.45,4.6467,0.004,4.97,16.73,0,1,0.004389902,2,0.024144463,2,3.6105,1,1
2010,12,235,17.4,-24.5,0.99,0.26,60,,237,14.68305,35.892,96.3,4.6495,0.005,6.83,21.42,0,1.29,0.004449177,6,0.002966118,2,2.3521,1,1
2010,12,235,17.4,-24.5,0.99,0.26,60,,237,14.68305,35.892,96.3,4.6495,0.005,6.83,21.42,0,1.29,,2,,2,,1,1
2010,12,235,17.4,-24.5,0.99,0.26,60,,237,14.68305,35.892,96.3,4.6495,0.005,6.83,21.35,0,1.29,0.004449177,6,0.002966118,2,2.3521,1,1
2010,12,235,17.4,-24.5,0.99,0.26,60,,237,14.68305,35.892,96.3,4.6495,0.005,6.83,21.35,0,1.29,,2,,2,,1,1
2010,12,286,17.4,-24.5,1.33,0.33,116,,288,13.4152,35.67935,81,4.6503,0.006,8.88,25.2,0,1.51,,2,,2,,1,1
2010,12,286,17.4,-24.5,1.33,0.33,116,,288,13.4152,35.67935,81,4.6503,0.006,9.07,25.18,0,1.51,,2,,2,,1,1
2010,12,451,17.4,-24.5,0.61,0.39,128,,455,10.7935,35.3206,71.2,4.656,0.007,13.46,30.49,0,1.85,0.002958487,2,0.556195465,2,2.8309,1,1
2010,12,451,17.4,-24.5,0.61,0.39,128,,455,10.7935,35.3206,71.2,4.656,0.007,13.46,30.3,0,1.84,0.002958487,2,0.556195465,2,2.8309,1,1
2010,12,601,17.4,-24.5,0.6,0.27,110,,606,8.6514,35.05245,83.9,4.6629,0.0065,17.76,32.4,0,2.04,0.00250015,2,0.940056403,2,2.5062,1,1
2010,12,601,17.4,-24.5,0.6,0.27,110,,606,8.6514,35.05245,83.9,4.6629,0.0065,17.76,32.38,0,2.05,0.00250015,2,0.940056403,2,2.5062,1,1
2010,12,801,17.4,-24.5,0.98,0.31,,82,808,6.98895,34.9286,99.5,4.66655,0.007,22.25,33.39,0,2.17,,2,,2,,8,1
2010,12,801,17.4,-24.5,0.98,0.31,,82,808,6.98895,34.9286,99.5,4.66655,0.007,22.35,33.31,0,2.17,,2,,2,,8,1
2010,12,1499,17.4,-24.5,0.68,0.05,45,53,1515,4.432,35.0005,199.6,4.6745,0.005,23.13,23.76,0,1.62,,2,,2,,1,1
2010,12,1499,17.4,-24.5,0.68,0.05,45,53,1515,4.432,35.0005,199.6,4.6745,0.005,23.13,23.76,0,1.62,,2,,2,,1,1
2010,12,1499,17.4,-24.5,0.68,0.05,45,53,1515,4.432,35.0005,199.6,4.6745,0.005,23.22,23.82,0,1.62,,2,,2,,1,1
2010,12,1499,17.4,-24.5,0.68,0.05,45,53,1515,4.432,35.0005,199.6,4.6745,0.005,23.22,23.82,0,1.62,,2,,2,,1,1
2010,12,1999,17.4,-24.5,0.53,0.15,52,56,2023,3.5591,34.9719,229.1,4.6762,0.005,25.66,21.57,0,1.48,0.003123907,2,0.223359324,2,0.9872,8,1
2010,12,1999,17.4,-24.5,0.53,0.15,52,56,2023,3.5591,34.9719,229.1,4.6762,0.005,25.47,21.58,0.01,1.47,0.003123907,2,0.223359324,2,0.9872,8,1
2010,12,2499,17.4,-24.5,0.57,0.09,21,,2533,3.0821,34.9516,237.3,4.6789,0.005,30.94,21.16,0,1.45,,2,,4,,1,1
2010,12,2499,17.4,-24.5,0.57,0.09,21,,2533,3.0821,34.9516,237.3,4.6789,0.005,30.94,21.14,0.01,1.45,,2,,4,,1,1
2010,12,2998,17.4,-24.5,0.92,0.07,27,,3042,2.7452,34.9296,241.2,4.6801,0.005,35.81,21.13,0,1.44,0.00449796,2,0.186665347,2,0.6543,8,1
2010,12,2998,17.4,-24.5,0.92,0.07,27,,3042,2.7452,34.9296,241.2,4.6801,0.005,35.91,21.1,0,1.44,0.00449796,2,0.186665347,2,0.6543,8,1
2010,12,3498,17.4,-24.5,,0.21,84,,3553,2.5534,34.9124,238.3,4.6783,0.005,41.87,21.76,0,1.47,0.002954489,2,,4,0.7076,8,1
2010,12,3498,17.4,-24.5,,0.21,84,,3553,2.5534,34.9124,238.3,4.6783,0.005,41.77,21.76,0,1.47,0.002954489,2,,4,0.7076,8,1
2011,1,30,39.7,-69.8,0.54,0.13,,0,30,19.40015,35.0914,223.8,4.5716,0.4135,0.68,0.69,0.1,0.06,0.002553296,2,0.001276648,2,34.6743,1,1
2011,1,30,39.7,-69.8,0.54,0.13,,0,30,19.40015,35.0914,223.8,4.5716,0.4135,0.68,0.69,0.1,0.06,0.001273606,2,0.006946939,2,36.103599,1,1
2011,1,30,39.7,-69.8,0.54,0.13,,0,30,19.40015,35.0914,223.8,4.5716,0.4135,0.88,0.58,0.1,0.07,0.002553296,2,0.001276648,2,34.6743,1,1
2011,1,30,39.7,-69.8,0.54,0.13,,0,30,19.40015,35.0914,223.8,4.5716,0.4135,0.88,0.58,0.1,0.07,0.001273606,2,0.006946939,2,36.103599,1,1
2011,1,135,39.7,-69.8,0.78,0.4,,131,136,14.04715,35.80035,145.8,4.69445,0.0075,6.54,16.03,0,1.01,,2,0.015669354,2,4.9189,1,1
2011,1,135,39.7,-69.8,0.78,0.4,,131,136,14.04715,35.80035,145.8,4.69445,0.0075,6.54,15.99,0,1,,2,0.015669354,2,4.9189,1,1
2011,2,35,39.35,-69.54,0.99,0.34,0,23,35,19.88165,35.22595,222.75,4.583,0.322,0.98,0.26,0.06,0.04,0.002166496,2,0,2,43.5039,1,1
2011,2,35,39.35,-69.54,0.99,0.34,0,23,35,19.88165,35.22595,222.75,4.583,0.322,0.98,0.32,0.06,0.03,0.002166496,2,0,2,43.5039,1,1
2011,2,70,39.35,-69.54,1.19,0.52,0,58,70,17.559,35.8459,165.3,4.67035,0.0525,4.19,11.14,0.02,0.61,0.002517631,2,0.001258815,2,8.9223,1,1
2011,2,70,39.35,-69.54,1.19,0.52,0,58,70,17.559,35.8459,165.3,4.67035,0.0525,4.19,10.9,0.02,0.61,0.002517631,2,0.001258815,2,8.9223,1,1
2011,2,965,39.35,-69.54,1.06,0.5,0,0,974,4.2385,34.9691,259.9,4.7209,0.005,11.32,17.61,0,1.16,0.004007767,2,0.01703301,2,2.3193,1,1
2011,2,965,39.35,-69.54,1.06,0.5,0,0,974,4.2385,34.9691,259.9,4.7209,0.005,11.32,17.6,0,1.17,0.004007767,2,0.01703301,2,2.3193,1,1
2011,3,28,38.67,-69.1,1.34,0.45,92,9,28,25.21765,36.07635,203.05,4.63445,0.1065,0.68,0,0,0.02,0.001918853,2,0.001096487,2,20.0762,1,1
2011,3,28,38.67,-69.1,1.34,0.45,92,9,28,25.21765,36.07635,203.05,4.63445,0.1065,0.59,0,0,0.02,0.001918853,2,0.001096487,2,20.0762,1,1
2011,3,1500,38.67,-69.1,0.93,0.49,236,227,1515,3.9218,34.9612,262.8,4.72,0.005,12.2,17.52,0,1.17,,2,,2,,1,1
2011,3,1500,38.67,-69.1,0.93,0.49,236,227,1515,3.9218,34.9612,262.8,4.72,0.005,12.2,17.55,0,1.17,,2,,2,,1,1
2011,3,2100,38.67,-69.1,1.08,0.45,277,239,2125,3.3973,34.9437,267,4.7233,0.005,15.03,17.41,0,1.18,0.004376262,6,0.328219671,2,0.851164,1,4
2011,3,2100,38.67,-69.1,1.08,0.45,277,239,2125,3.3973,34.9437,267,4.7233,0.005,15.03,17.41,0,1.17,0.004376262,6,0.328219671,2,0.851164,1,4
2011,6,90,37.61,-68.39,0.9,0.3,2,36,90,23.2796,35.8104,207.7333333,4.621733333,0.141333333,0.78,0,0.02,0,,2,,2,,1,1
2011,6,90,37.61,-68.39,0.9,0.3,2,36,90,23.2796,35.8104,207.7333333,4.621733333,0.141333333,0.68,0.01,0.02,0,,2,,2,,1,1
2011,8,65,35.42,-66.52,1.33,0.28,,8,65,22.826,36.34125,208.95,4.6387,0.0925,0.29,0,0,0,0.001722929,2,,4,11.9611,1,1
2011,8,65,35.42,-66.52,1.33,0.28,,8,65,22.826,36.34125,208.95,4.6387,0.0925,0.19,0.01,0,0,0.001722929,2,,4,11.9611,1,1
2011,8,185,35.42,-66.52,0.84,0.34,,24,186,18.7066,36.6039,188.25,4.6906,0.005,0.88,4.45,0,0.19,,2,,4,,1,1
2011,8,185,35.42,-66.52,0.84,0.34,,24,186,18.7066,36.6039,188.25,4.6906,0.005,0.97,4.49,0,0.18,,2,,4,,1,1
2011,8,1500,35.42,-66.52,0.75,0.43,,93,1516,4.2941,34.9784,256.6,4.7172,0.005,11.81,17.76,0,1.17,,2,,2,,1,1
2011,8,1500,35.42,-66.52,0.75,0.43,,93,1516,4.2941,34.9784,256.6,4.7172,0.005,11.81,17.6,0,1.16,,2,,2,,1,1
2011,10,40,31.75,-64.17,0.66,0.19,,,40,24.026025,36.573925,209.7,4.650525,0.04775,0.29,0,0,0.03,0.004021656,2,,2,12.1837,1,4
2011,10,40,31.75,-64.17,0.66,0.19,,,40,24.026025,36.573925,209.7,4.650525,0.04775,0.29,0,0,0.02,0.004021656,2,,2,12.1837,1,4
2011,10,135,31.75,-64.17,0.67,0.37,,,136,19.130975,36.630575,201.525,4.67915,0.03925,0.39,0.78,0.02,0,,2,,2,,1,1
2011,10,135,31.75,-64.17,0.67,0.37,,,136,19.130975,36.630575,201.525,4.67915,0.03925,0.29,0.79,0.03,0,,2,,2,,1,1
2011,10,1800,31.75,-64.17,1.21,0.48,155,,1821,3.80245,34.96555,262.8,4.7192,0.0045,12.88,17.63,0,1.19,0.003752514,2,0.052535199,2,0.8272,1,1
2011,10,1800,31.75,-64.17,1.21,0.48,155,,1821,3.80245,34.96555,262.8,4.7192,0.0045,12.88,17.62,0,1.19,0.003752514,2,0.052535199,2,0.8272,1,1
2011,11,60,30.82,-60.78,1.67,0.21,9,,60,24.6379,36.6413,207.5,4.6513,0.037,0.19,0,0,0,0.000703363,2,0.004923544,2,15.4087,1,1
2011,11,60,30.82,-60.78,1.67,0.21,9,,60,24.6379,36.6413,207.5,4.6513,0.037,0.1,0,0,0,0.000703363,2,0.004923544,2,15.4087,1,1
2011,12,421,29.7,-56.82,1.06,0.44,0,34,424,16.86,36.3554,199.6,4.6916,0.003,1.66,6.33,0,0.33,0.008304521,2,0.001384087,2,2.2314,1,1
2011,12,421,29.7,-56.82,1.06,0.44,0,34,424,16.86,36.3554,199.6,4.6916,0.003,1.66,6.32,0,0.33,0.008304521,2,0.001384087,2,2.2314,1,1
2011,14,185,27.58,-49.63,0.56,0.28,,,186,18.67295,36.6336,190.55,4.6879,0.0105,0.58,3.03,0,0.1,0.003069231,2,,2,3.0197,1,1
2011,14,185,27.58,-49.63,0.56,0.28,,,186,18.67295,36.6336,190.55,4.6879,0.0105,0.58,2.95,0,0.09,0.003069231,2,,2,3.0197,1,1
2011,14,235,27.58,-49.63,0.54,0.24,,155,237,18.02405,36.55315,191.5,4.6905,0.0035,0.97,4.54,0,0.19,0.000882082,2,,2,4.3699,1,1
2011,14,235,27.58,-49.63,0.54,0.24,,155,237,18.02405,36.55315,191.5,4.6905,0.0035,0.88,4.54,0,0.2,0.000882082,2,,2,4.3699,1,1
2011,14,430,27.58,-49.63,0.65,0.3,,28,433,16.04955,36.20605,187.6,4.69635,0.0035,2.34,8.31,0,0.47,0.00165001,2,,2,1.5442,4,1
2011,14,430,27.58,-49.63,0.65,0.3,,28,433,16.04955,36.20605,187.6,4.69635,0.0035,2.24,8.24,0,0.46,0.00165001,2,,2,1.5442,4,1
2011,16,92,26.14,-44.83,0.63,0.15,152,1,92,22.6021,37.17386667,221.0333333,4.6573,0.090333333,0.19,0,0.01,0,0.002898208,2,,4,9.1605,1,1
2011,16,92,26.14,-44.83,0.63,0.15,152,1,92,22.6021,37.17386667,221.0333333,4.6573,0.090333333,0.1,0.01,0.01,0,0.002898208,2,,4,9.1605,1,1
2011,16,235,26.14,-44.83,0.84,0.38,119,8,237,18.02583333,36.56736667,189.6,4.6905,0.004333333,1.07,5.07,0,0.22,,2,,2,,1,1
2011,16,235,26.14,-44.83,0.84,0.38,119,8,237,18.02583333,36.56736667,189.6,4.6905,0.004333333,1.07,5.09,0,0.23,,2,,2,,1,1
2011,16,1500,26.14,-44.83,1.12,0.29,,84,1516,4.99965,35.09235,231.4,4.7204,0.005,14.05,18.96,0,1.29,0.005186117,2,,4,1.0671,1,1
2011,16,1500,26.14,-44.83,1.12,0.29,,84,1516,4.99965,35.09235,231.4,4.7204,0.005,14.15,18.99,0,1.29,0.005186117,2,,4,1.0671,1,1
2011,18,40,24.15,-40.22,0.71,0.11,63,3,40,25.21765,37.6324,205.45,4.64775,0.0355,0.29,0,0,0.01,0.004791321,2,0.00239566,2,15.8825,1,1
2011,18,40,24.15,-40.22,0.71,0.11,63,3,40,25.21765,37.6324,205.45,4.64775,0.0355,0.19,0,0,0,0.004791321,2,0.00239566,2,15.8825,1,1
2011,18,421,24.15,-40.22,1.2,0.36,292,12,424,14.87555,36.03465,176.8,4.69535,0.0035,3.12,11.55,0,0.67,0.004738947,2,0.045809823,2,1.7826,1,1
2011,18,421,24.15,-40.22,1.2,0.36,292,12,424,14.87555,36.03465,176.8,4.69535,0.0035,3.12,11.52,0,0.68,0.004738947,2,0.045809823,2,1.7826,1,1
2011,22,51,19.43,-29.38,0.42,0.1,111,4,51,24.8187,37.1725,206.2,4.64925,0.045,0.1,0,0,0,0.002846281,6,,4,13.3402,1,1
2011,22,51,19.43,-29.38,0.42,0.1,111,4,51,24.8187,37.1725,206.2,4.64925,0.045,0,0,0,0,0.002846281,6,,4,13.3402,1,1
2011,22,95,19.43,-29.38,0.35,0.09,,3,95.66666667,22.3062,37.02836667,203.2333333,4.6525,0.147,0.19,0.12,0.08,0.02,0.003106638,6,,4,11.0321,4,1
2011,22,95,19.43,-29.38,0.35,0.09,,3,95.66666667,22.3062,37.02836667,203.2333333,4.6525,0.147,0.19,0.15,0.07,0.02,0.003106638,6,,4,11.0321,4,1
2011,22,125,19.43,-29.38,0.53,0.2,,16,126,19.87755,36.71425,156.7,4.67495,0.0425,1.07,6.13,0.02,0.38,0.004763039,2,,4,5.4739,1,1
2011,22,125,19.43,-29.38,0.53,0.2,,16,126,19.87755,36.71425,156.7,4.67495,0.0425,1.07,5.92,0.02,0.37,0.004763039,2,,4,5.4739,1,1
2011,22,186,19.43,-29.38,0.73,0.22,19,41,187,16.50795,36.1741,110.7,4.685,0.0085,3.7,14.74,0,0.86,,2,,2,,1,1
2011,22,186,19.43,-29.38,0.73,0.22,19,41,187,16.50795,36.1741,110.7,4.685,0.0085,3.7,14.78,0,0.86,,2,,2,,1,1
2011,22,236,19.43,-29.38,0.86,0.18,1,56,238,15.3804,36.058,114.45,4.6874,0.0055,4.29,15.73,0,0.93,0.004658421,2,0.005823027,2,3.4836,1,1
2011,22,236,19.43,-29.38,0.86,0.18,1,56,238,15.3804,36.058,114.45,4.6874,0.0055,4.39,15.72,0,0.93,0.004658421,2,0.005823027,2,3.4836,1,1
2011,24,40,17.4,-24.5,0.47,,178,13,40,24.7018,36.82375,207.1,4.6316,0.048,0,0.01,0,0,0.002004016,2,0.000668005,2,18.5296,1,4
2011,24,40,17.4,-24.5,0.47,,178,13,40,24.7018,36.82375,207.1,4.6316,0.048,0,0,0,0,0.002004016,2,0.000668005,2,18.5296,1,4
2011,24,71,17.4,-24.5,0.58,0.06,0,140,71,21.62265,36.6588,201.3,4.61325,0.2235,0.49,0.71,0.11,0.13,0.002556362,2,0.002556362,2,12.1613,1,1
2011,24,71,17.4,-24.5,0.58,0.06,0,140,71,21.62265,36.6588,201.3,4.61325,0.2235,0.49,0.65,0.11,0.13,0.002556362,2,0.002556362,2,12.1613,1,1
2011,24,451,17.4,-24.5,1.38,0.25,110,191,454.5,10.557425,35.26955,61.875,4.6912,0.0085,12.59,30.75,0,1.86,,2,,2,,1,1
2011,24,451,17.4,-24.5,1.38,0.25,110,191,454.5,10.557425,35.26955,61.875,4.6912,0.0085,12.78,30.82,0,1.87,,2,,2,,1,1
2011,24,801,17.4,-24.5,1.29,,183,76,808,7.1641,34.92195,101.2,4.7064,0.007,20.88,32.49,0,2.11,0.002748737,2,0.046728522,2,1.5843,1,1
2011,24,801,17.4,-24.5,1.29,,183,76,808,7.1641,34.92195,101.2,4.7064,0.007,20.79,32.42,0,2.11,0.002748737,2,0.046728522,2,1.5843,1,1
